(Index),idx,text,startSec,endSec,durationSec,gapToPrevSec,nearestSilenceEndSec,smearSec
"253,do,99.150,99.290,0.140,0.000,98.300,0.850",,,,,,,,
"254,it,99.290,99.470,0.180,0.000,98.300,0.990",,,,,,,,
"255,They,99.750,100.120,0.370,0.280,100.580,-0.830",,,,,,,,
"256,just,100.120,100.490,0.370,0.000,100.580,-0.460",,,,,,,,
"257,do,100.490,100.740,0.250,0.000,100.580,-0.090",,,,,,,,
"258,The,101.130,101.270,0.140,0.390,100.580,0.550",,,,,,,,
"259,band,101.270,101.600,0.330,0.000,102.100,-0.830",,,,,,,,
"260,has,101.600,101.850,0.250,0.000,102.100,-0.500",,,,,,,,
"261,a,101.850,101.930,0.080,0.000,102.100,-0.250",,,,,,,,
"262,shape,101.930,102.280,0.350,0.000,102.100,-0.170",,,,,,,,
"263,at,102.280,102.910,0.630,0.000,102.100,0.180",,,,,,,,
"264,night,102.910,102.940,0.030,0.000,102.100,0.810",,,,,,,,
"265,it,102.940,103.070,0.130,0.000,102.100,0.840",,,,,,,,
"266,does,103.070,103.400,0.330,0.000,102.100,0.970",,,,,,,,
"267,not,103.400,103.650,0.250,0.000,102.100,1.300",,,,,,,,
"268,have,103.650,103.980,0.330,0.000,102.100,1.550",,,,,,,,
"269,during,103.980,104.480,0.500,0.000,102.100,1.880",,,,,,,,
"270,the,104.480,104.780,0.300,0.000,102.100,2.380",,,,,,,,
"271,day,104.780,104.900,0.120,0.000,102.100,2.680",,,,,,,,
"272,Certain,106.060,106.530,0.470,1.160,106.040,0.020",,,,,,,,
"273,men,106.530,106.610,0.080,0.000,106.040,0.490",,,,,,,,
"274,always,106.610,107.400,0.790,0.000,106.980,-0.370",,,,,,,,
"275,face,107.400,107.610,0.210,0.000,106.980,0.420",,,,,,,,
"276,outward,107.610,108.100,0.490,0.000,106.980,0.630",,,,,,,,
"277,Certain,108.340,108.840,0.500,0.240,108.920,-0.580",,,,,,,,
"278,men,108.840,109.060,0.220,0.000,108.920,-0.080",,,,,,,,
"279,sleep,109.060,109.430,0.370,0.000,108.920,0.140",,,,,,,,
"280,closest,109.430,110.100,0.670,0.000,108.920,0.510",,,,,,,,
"281,to,110.100,110.130,0.030,0.000,108.920,1.180",,,,,,,,
"282,the,110.130,110.320,0.190,0.000,108.920,1.210",,,,,,,,
"283,fire,110.320,110.610,0.290,0.000,108.920,1.400",,,,,,,,
"284,'s,110.610,110.750,0.140,0.000,108.920,1.690",,,,,,,,
"285,edge,110.750,111.040,0.290,0.000,108.920,1.830",,,,,,,,
"286,The,111.940,112.540,0.600,0.900,112.440,-0.500",,,,,,,,
"287,arrangement,112.540,112.980,0.440,0.000,112.440,0.100",,,,,,,,
"288,is,112.980,113.240,0.260,0.000,112.440,0.540",,,,,,,,
"289,not,113.240,113.540,0.300,0.000,112.440,0.800",,,,,,,,
"290,accidental,113.540,114.240,0.700,0.000,115.040,-1.500",,,,,,,,
"291,It,114.420,114.590,0.170,0.180,115.040,-0.620",,,,,,,,
"292,is,114.590,114.870,0.280,0.000,115.040,-0.450",,,,,,,,
"293,as,114.870,114.960,0.090,0.000,115.040,-0.170",,,,,,,,
"294,deliberate,114.960,115.570,0.610,0.000,115.040,-0.080",,,,,,,,
"295,as,115.570,115.710,0.140,0.000,115.040,0.530",,,,,,,,
"296,any,115.710,115.910,0.200,0.000,115.040,0.670",,,,,,,,
"297,trap,115.910,116.200,0.290,0.000,115.040,0.870",,,,,,,,
"298,your,116.200,116.580,0.380,0.000,115.040,1.160",,,,,,,,
"299,father,116.580,116.900,0.320,0.000,115.040,1.540",,,,,,,,
"300,sets,116.900,117.160,0.260,0.000,115.040,1.860",,,,,,,,
"301,in,117.160,117.270,0.110,0.000,115.040,2.120",,,,,,,,
"302,the,117.270,117.690,0.420,0.000,115.040,2.230",,,,,,,,
"303,river,117.690,117.880,0.190,0.000,115.040,2.650",,,,,,,,
"304,shall,117.880,118.230,0.350,0.000,115.040,2.840",,,,,,,,
"305,ows,118.230,118.440,0.210,0.000,115.040,3.190",,,,,,,,
"306,You,118.730,119.780,1.050,0.290,119.680,-0.950",,,,,,,,
"307,are,119.780,119.920,0.140,0.000,119.680,0.100",,,,,,,,
"308,not,119.920,120.130,0.210,0.000,119.680,0.240",,,,,,,,
"309,old,120.130,120.540,0.410,0.000,119.680,0.450",,,,,,,,
"310,enough,120.540,120.620,0.080,0.000,119.680,0.860",,,,,,,,
"311,to,120.620,120.820,0.200,0.000,119.680,0.940",,,,,,,,
"312,hold,120.820,121.070,0.250,0.000,119.680,1.140",,,,,,,,
"313,a,121.070,121.130,0.060,0.000,119.680,1.390",,,,,,,,
"314,position,121.130,121.340,0.210,0.000,119.680,1.450",,,,,,,,
"315,in,121.340,121.750,0.410,0.000,119.680,1.660",,,,,,,,
"316,that,121.750,122.220,0.470,0.000,123.200,-1.450",,,,,,,,
"317,shape,122.220,122.350,0.130,0.000,123.200,-0.980",,,,,,,,
"318,But,122.500,122.690,0.190,0.150,123.200,-0.700",,,,,,,,
"319,you,122.690,122.880,0.190,0.000,123.200,-0.510",,,,,,,,
"320,are,122.880,123.070,0.190,0.000,123.200,-0.320",,,,,,,,
"321,old,123.070,123.260,0.190,0.000,123.200,-0.130",,,,,,,,
"322,enough,123.260,123.640,0.380,0.000,123.200,0.060",,,,,,,,
"323,to,123.640,123.860,0.220,0.000,123.200,0.440",,,,,,,,
"324,start,123.860,124.120,0.260,0.000,123.200,0.660",,,,,,,,
"325,learning,124.120,124.550,0.430,0.000,123.200,0.920",,,,,,,,
"326,what,124.550,124.940,0.390,0.000,123.200,1.350",,,,,,,,
"327,it,124.940,124.970,0.030,0.000,123.200,1.740",,,,,,,,
"328,means,124.970,125.250,0.280,0.000,123.200,1.770",,,,,,,,
"329,Level,125.540,126.120,0.580,0.290,125.900,-0.360",,,,,,,,
"330,two,126.120,126.340,0.220,0.000,125.900,0.220",,,,,,,,
"331,The,126.780,127.900,1.120,0.440,127.820,-1.040",,,,,,,,
"332,boy,127.900,128.210,0.310,0.000,127.820,0.080",,,,,,,,
"333,who,128.210,128.380,0.170,0.000,127.820,0.390",,,,,,,,
"334,carries,128.380,128.720,0.340,0.000,127.820,0.560",,,,,,,,
"335,fire,128.800,129.010,0.210,0.080,127.820,0.980",,,,,,,,
"336,you,129.150,129.240,0.090,0.140,127.820,1.330",,,,,,,,
"337,are,129.240,129.790,0.550,0.000,127.820,1.420",,,,,,,,
"338,11,129.790,130.140,0.350,0.000,127.820,1.970",,,,,,,,
"339,On,130.280,130.480,0.200,0.140,131.540,-1.260",,,,,,,,
"340,nights,130.480,131.080,0.600,0.000,131.540,-1.060",,,,,,,,
"341,when,131.080,131.480,0.400,0.000,131.540,-0.460",,,,,,,,
"342,the,131.480,131.780,0.300,0.000,131.540,-0.060",,,,,,,,
"343,band,131.780,132.180,0.400,0.000,131.540,0.240",,,,,,,,
"344,moves,132.180,132.870,0.690,0.000,131.540,0.640",,,,,,,,
"345,between,132.870,133.390,0.520,0.000,131.540,1.330",,,,,,,,
"346,camps,133.390,133.890,0.500,0.000,134.240,-0.850",,,,,,,,
"347,your,134.030,134.680,0.650,0.140,134.240,-0.210",,,,,,,,
"348,job,134.680,134.790,0.110,0.000,134.240,0.440",,,,,,,,
"349,is,134.790,135.020,0.230,0.000,134.240,0.550",,,,,,,,
"350,to,135.020,135.250,0.230,0.000,134.240,0.780",,,,,,,,
"351,carry,135.250,135.720,0.470,0.000,134.240,1.010",,,,,,,,
"352,one,135.720,135.990,0.270,0.000,134.240,1.480",,,,,,,,
"353,of,135.990,136.280,0.290,0.000,134.240,1.750",,,,,,,,
"354,bir,136.280,136.500,0.220,0.000,136.720,-0.440",,,,,,,,
"355,ch,136.500,136.640,0.140,0.000,136.720,-0.220",,,,,,,,
"356,bark,136.640,136.790,0.150,0.000,136.720,-0.080",,,,,,,,
"357,and,136.790,136.950,0.160,0.000,136.720,0.070",,,,,,,,
"358,fat,136.950,137.370,0.420,0.000,136.720,0.230",,,,,,,,
"359,so,137.460,137.700,0.240,0.090,136.720,0.740",,,,,,,,
"360,aked,137.700,137.910,0.210,0.000,136.720,0.980",,,,,,,,
"361,moss,137.910,138.230,0.320,0.000,136.720,1.190",,,,,,,,
"362,bound,138.300,138.670,0.370,0.070,136.720,1.580",,,,,,,,
"363,with,138.670,138.960,0.290,0.000,139.060,-0.390",,,,,,,,
"364,sine,138.960,139.320,0.360,0.000,139.060,-0.100",,,,,,,,
"365,held,139.580,139.750,0.170,0.260,139.060,0.520",,,,,,,,
"366,in,139.750,139.890,0.140,0.000,139.060,0.690",,,,,,,,
"367,both,139.890,140.430,0.540,0.000,140.340,-0.450",,,,,,,,
"368,hands,140.430,140.560,0.130,0.000,140.340,0.090",,,,,,,,
"369,out,140.560,140.850,0.290,0.000,140.340,0.220",,,,,,,,
"370,in,140.850,140.930,0.080,0.000,140.340,0.510",,,,,,,,
"371,front,140.930,141.300,0.370,0.000,140.340,0.590",,,,,,,,
"372,of,141.300,141.450,0.150,0.000,140.340,0.960",,,,,,,,
"373,your,141.450,141.800,0.350,0.000,140.340,1.110",,,,,,,,
"374,body,141.800,142.240,0.440,0.000,140.340,1.460",,,,,,,,
"375,The,142.420,143.360,0.940,0.180,143.260,-0.840",,,,,,,,
"376,flame,143.360,143.720,0.360,0.000,143.260,0.100",,,,,,,,
"377,bends,143.720,144.010,0.290,0.000,143.260,0.460",,,,,,,,
"378,in,144.010,144.120,0.110,0.000,143.260,0.750",,,,,,,,
"379,the,144.120,144.280,0.160,0.000,143.260,0.860",,,,,,,,
"380,wind,144.280,144.360,0.080,0.000,143.260,1.020",,,,,,,,
"381,and,144.360,144.690,0.330,0.000,143.260,1.100",,,,,,,,
"382,you,144.690,145.120,0.430,0.000,143.260,1.430",,,,,,,,
"383,curve,145.120,145.150,0.030,0.000,143.260,1.860",,,,,,,,
"384,yourself,145.150,145.670,0.520,0.000,143.260,1.890",,,,,,,,
"385,around,145.670,145.970,0.300,0.000,143.260,2.410",,,,,,,,
"386,it,145.970,146.080,0.110,0.000,143.260,2.710",,,,,,,,
"387,using,146.190,146.480,0.290,0.110,146.620,-0.430",,,,,,,,
"388,your,146.480,146.760,0.280,0.000,146.620,-0.140",,,,,,,,
"389,chest,146.760,147.020,0.260,0.000,146.620,0.140",,,,,,,,
"390,against,147.020,147.490,0.470,0.000,146.620,0.400",,,,,,,,
"391,the,147.490,147.810,0.320,0.000,146.620,0.870",,,,,,,,
"392,cold,147.810,147.870,0.060,0.000,146.620,1.190",,,,,,,,
"393,air,147.870,147.980,0.110,0.000,146.620,1.250",,,,,,,,
"394,The,148.290,148.860,0.570,0.310,149.800,-1.510",,,,,,,,
"395,hunters,148.860,150.250,1.390,0.000,149.800,-0.940",,,,,,,,
"396,move,150.250,150.520,0.270,0.000,149.800,0.450",,,,,,,,
"397,ahead,150.520,150.860,0.340,0.000,149.800,0.720",,,,,,,,
"398,You,151.050,151.250,0.200,0.190,151.460,-0.410",,,,,,,,
"399,stay,151.250,151.530,0.280,0.000,151.460,-0.210",,,,,,,,
"400,in,151.530,151.860,0.330,0.000,151.460,0.070",,,,,,,,
"401,the,151.860,151.940,0.080,0.000,151.460,0.400",,,,,,,,
"402,center,151.940,152.260,0.320,0.000,151.460,0.480",,,,,,,,
"403,column,152.260,152.690,0.430,0.000,151.460,0.800",,,,,,,,
"404,with,152.690,152.930,0.240,0.000,151.460,1.230",,,,,,,,
"405,the,152.930,153.130,0.200,0.000,151.460,1.470",,,,,,,,
"406,women,153.130,153.560,0.430,0.000,151.460,1.670",,,,,,,,
"407,and,153.560,153.670,0.110,0.000,151.460,2.100",,,,,,,,
"408,older,153.670,154.010,0.340,0.000,151.460,2.210",,,,,,,,
"409,children,154.010,154.670,0.660,0.000,155.000,-0.990",,,,,,,,
"410,Behind,154.750,155.150,0.400,0.080,155.000,-0.250",,,,,,,,
"411,you,155.150,155.350,0.200,0.000,155.000,0.150",,,,,,,,
"412,two,155.560,155.830,0.270,0.210,156.100,-0.540",,,,,,,,
"413,of,155.830,156.040,0.210,0.000,156.100,-0.270",,,,,,,,
"414,the,156.040,156.480,0.440,0.000,156.100,-0.060",,,,,,,,
"415,most,156.480,156.700,0.220,0.000,156.100,0.380",,,,,,,,
"416,experienced,156.780,157.220,0.440,0.080,156.100,0.680",,,,,,,,
"417,men,157.220,158.070,0.850,0.000,156.100,1.120",,,,,,,,
"418,walk,158.070,158.120,0.050,0.000,156.100,1.970",,,,,,,,
"419,the,158.120,158.330,0.210,0.000,156.100,2.020",,,,,,,,
"420,rear,158.330,158.650,0.320,0.000,156.100,2.230",,,,,,,,
"421,with,158.650,158.900,0.250,0.000,156.100,2.550",,,,,,,,
"422,thr,158.900,159.130,0.230,0.000,156.100,2.800",,,,,,,,
"423,usting,159.130,159.590,0.460,0.000,156.100,3.030",,,,,,,,
"424,spe,159.590,159.820,0.230,0.000,156.100,3.490",,,,,,,,
"425,ars,159.820,160.050,0.230,0.000,156.100,3.720",,,,,,,,
"426,angled,160.050,160.850,0.800,0.000,156.100,3.950",,,,,,,,
"427,outward,160.850,161.040,0.190,0.000,156.100,4.750",,,,,,,,
"428,into,161.040,161.340,0.300,0.000,156.100,4.940",,,,,,,,
"429,the,161.340,161.570,0.230,0.000,156.100,5.240",,,,,,,,
"430,dark,161.570,161.870,0.300,0.000,162.480,-0.910",,,,,,,,
"431,They,162.390,162.400,0.010,0.520,162.480,-0.090",,,,,,,,
"432,do,162.400,162.660,0.260,0.000,162.480,-0.080",,,,,,,,
"433,not,162.660,162.780,0.120,0.000,162.480,0.180",,,,,,,,
"434,speak,162.780,163.260,0.480,0.000,162.480,0.300",,,,,,,,
"435,on,163.260,163.440,0.180,0.000,162.480,0.780",,,,,,,,
"436,night,163.440,163.830,0.390,0.000,162.480,0.960",,,,,,,,
"437,march,163.830,163.960,0.130,0.000,162.480,1.350",,,,,,,,
"438,es,163.960,164.370,0.410,0.000,164.680,-0.720",,,,,,,,
"439,Their,164.850,164.990,0.140,0.480,164.680,0.170",,,,,,,,
"440,silence,164.990,165.530,0.540,0.000,164.680,0.310",,,,,,,,
"441,is,165.530,165.680,0.150,0.000,164.680,0.850",,,,,,,,
"442,a,165.680,165.750,0.070,0.000,164.680,1.000",,,,,,,,
"443,tool,165.750,166.060,0.310,0.000,166.240,-0.490",,,,,,,,
"444,same,166.210,166.520,0.310,0.150,166.240,-0.030",,,,,,,,
"445,as,166.520,166.740,0.220,0.000,166.240,0.280",,,,,,,,
"446,the,166.740,166.900,0.160,0.000,166.240,0.500",,,,,,,,
"447,spear,166.900,167.310,0.410,0.000,168.320,-1.420",,,,,,,,
"448,You,167.590,167.750,0.160,0.280,168.320,-0.730",,,,,,,,
"449,drop,167.750,168.060,0.310,0.000,168.320,-0.570",,,,,,,,
"450,the,168.060,168.290,0.230,0.000,168.320,-0.260",,,,,,,,
"451,torch,168.290,168.680,0.390,0.000,168.320,-0.030",,,,,,,,
"452,on,168.680,168.820,0.140,0.000,168.320,0.360",,,,,,,,
"453,the,168.820,169.400,0.580,0.000,168.320,0.500",,,,,,,,
"454,third,169.400,169.450,0.050,0.000,168.320,1.080",,,,,,,,
"455,night,169.450,169.970,0.520,0.000,168.320,1.130",,,,,,,,
"456,of,169.970,170.060,0.090,0.000,168.320,1.650",,,,,,,,
"457,your,170.060,170.320,0.260,0.000,168.320,1.740",,,,,,,,
"458,second,170.320,170.560,0.240,0.000,168.320,2.000",,,,,,,,
"459,season,170.560,171.470,0.910,0.000,172.180,-1.620",,,,,,,,
"460,carrying,171.470,171.690,0.220,0.000,172.180,-0.710",,,,,,,,
"461,it,171.690,171.780,0.090,0.000,172.180,-0.490",,,,,,,,
"462,You,172.010,172.180,0.170,0.230,172.180,-0.170",,,,,,,,
"463,catch,172.180,172.510,0.330,0.000,172.180,0.000",,,,,,,,
"464,a,172.510,172.600,0.090,0.000,172.180,0.330",,,,,,,,
"465,route,172.600,172.900,0.300,0.000,172.180,0.420",,,,,,,,
"466,you,172.900,173.100,0.200,0.000,172.180,0.720",,,,,,,,
"467,did,173.100,173.360,0.260,0.000,172.180,0.920",,,,,,,,
"468,not,173.360,173.500,0.140,0.000,172.180,1.180",,,,,,,,
"469,see,173.500,173.670,0.170,0.000,172.180,1.320",,,,,,,,
"470,and,173.790,174.210,0.420,0.120,174.240,-0.450",,,,,,,,
"471,the,174.210,174.230,0.020,0.000,174.240,-0.030",,,,,,,,
"472,flame,174.230,174.630,0.400,0.000,174.240,-0.010",,,,,,,,
"473,hits,174.630,174.820,0.190,0.000,174.240,0.390",,,,,,,,
"474,the,174.820,175.020,0.200,0.000,174.240,0.580",,,,,,,,
"475,ground,175.020,175.360,0.340,0.000,174.240,0.780",,,,,,,,
"476,and,175.360,175.680,0.320,0.000,174.240,1.120",,,,,,,,
"477,sp,175.680,175.810,0.130,0.000,174.240,1.440",,,,,,,,
"478,ut,175.810,175.940,0.130,0.000,174.240,1.570",,,,,,,,
"479,ters,175.940,176.200,0.260,0.000,174.240,1.700",,,,,,,,
"480,and,176.280,176.350,0.070,0.080,174.240,2.040",,,,,,,,
"481,for,176.350,177.080,0.730,0.000,174.240,2.110",,,,,,,,
"482,three,177.080,177.100,0.020,0.000,174.240,2.840",,,,,,,,
"483,full,177.100,177.350,0.250,0.000,174.240,2.860",,,,,,,,
"484,heart,177.350,177.690,0.340,0.000,174.240,3.110",,,,,,,,
"485,be,177.690,177.850,0.160,0.000,174.240,3.450",,,,,,,,
"486,ats,177.850,178.040,0.190,0.000,174.240,3.610",,,,,,,,
"487,the,178.040,178.220,0.180,0.000,174.240,3.800",,,,,,,,
"488,column,178.220,178.720,0.500,0.000,174.240,3.980",,,,,,,,
"489,loses,178.720,178.980,0.260,0.000,174.240,4.480",,,,,,,,
"490,half,178.980,179.230,0.250,0.000,174.240,4.740",,,,,,,,
"491,its,179.230,179.770,0.540,0.000,180.380,-1.150",,,,,,,,
"492,light,179.770,179.830,0.060,0.000,180.380,-0.610",,,,,,,,
"493,Nobody,179.970,180.370,0.400,0.140,180.380,-0.410",,,,,,,,
"494,sh,180.370,180.500,0.130,0.000,180.380,-0.010",,,,,,,,
"495,outs,180.500,180.770,0.270,0.000,180.380,0.120",,,,,,,,
"496,But,181.640,182.380,0.740,0.870,182.280,-0.640",,,,,,,,
"497,Der,182.380,182.680,0.300,0.000,182.280,0.100",,,,,,,,
"498,ret,182.680,182.700,0.020,0.000,182.280,0.400",,,,,,,,
"499,the,182.900,183.010,0.110,0.200,183.180,-0.280",,,,,,,,
"500,rear,183.010,183.270,0.260,0.000,183.180,-0.170",,,,,,,,
"501,guard,183.270,183.590,0.320,0.000,183.180,0.090",,,,,,,,
"502,moves,183.720,184.170,0.450,0.130,184.160,-0.440",,,,,,,,
"503,up,184.170,184.240,0.070,0.000,184.160,0.010",,,,,,,,
"504,beside,184.240,184.560,0.320,0.000,184.160,0.080",,,,,,,,
"505,you,184.560,184.770,0.210,0.000,184.160,0.400",,,,,,,,
"506,and,184.770,184.940,0.170,0.000,184.160,0.610",,,,,,,,
"507,puts,184.940,185.190,0.250,0.000,184.160,0.780",,,,,,,,
"508,his,185.190,185.390,0.200,0.000,184.160,1.030",,,,,,,,
"509,hand,185.390,185.650,0.260,0.000,184.160,1.230",,,,,,,,
"510,flat,185.650,185.910,0.260,0.000,184.160,1.490",,,,,,,,
"511,on,185.910,186.120,0.210,0.000,184.160,1.750",,,,,,,,
"512,your,186.120,186.300,0.180,0.000,184.160,1.960",,,,,,,,
"513,shoulder,186.300,186.970,0.670,0.000,184.160,2.140",,,,,,,,
"514,Not,187.060,187.670,0.610,0.090,188.420,-1.360",,,,,,,,
"515,hard,187.670,188.780,1.110,0.000,188.420,-0.750",,,,,,,,
"516,not,188.940,189.250,0.310,0.160,189.560,-0.620",,,,,,,,
"517,gentle,189.250,189.880,0.630,0.000,189.560,-0.310",,,,,,,,
"518,just,190.560,190.640,0.080,0.680,190.920,-0.360",,,,,,,,
"519,there,190.640,190.810,0.170,0.000,190.920,-0.280",,,,,,,,
"520,He,191.040,191.110,0.070,0.230,190.920,0.120",,,,,,,,
"521,holds,191.110,191.580,0.470,0.000,192.740,-1.630",,,,,,,,
"522,it,191.580,191.970,0.390,0.000,192.740,-1.160",,,,,,,,
"523,until,191.970,192.140,0.170,0.000,192.740,-0.770",,,,,,,,
"524,you,192.140,192.380,0.240,0.000,192.740,-0.600",,,,,,,,
"525,have,192.380,192.730,0.350,0.000,192.740,-0.360",,,,,,,,
"526,the,192.730,192.930,0.200,0.000,192.740,-0.010",,,,,,,,
"527,torch,192.930,193.330,0.400,0.000,192.740,0.190",,,,,,,,
"528,burning,193.330,193.880,0.550,0.000,192.740,0.590",,,,,,,,
"529,again,193.880,194.300,0.420,0.000,192.740,1.140",,,,,,,,
"530,from,194.300,194.710,0.410,0.000,192.740,1.560",,,,,,,,
"531,the,194.710,194.830,0.120,0.000,192.740,1.970",,,,,,,,
"532,second,194.830,195.300,0.470,0.000,192.740,2.090",,,,,,,,
"533,carrier,195.300,195.850,0.550,0.000,192.740,2.560",,,,,,,,
"534,'s,195.850,196.160,0.310,0.000,192.740,3.110",,,,,,,,
"535,als,196.160,196.520,0.360,0.000,192.740,3.420",,,,,,,,
"536,Then,197.160,197.240,0.080,0.640,197.220,-0.060",,,,,,,,
"537,he,197.240,197.250,0.010,0.000,197.220,0.020",,,,,,,,
"538,walks,197.250,197.660,0.410,0.000,197.220,0.030",,,,,,,,
"539,back,197.660,197.790,0.130,0.000,197.220,0.440",,,,,,,,
"540,to,197.790,198.190,0.400,0.000,197.220,0.570",,,,,,,,
"541,his,198.190,198.580,0.390,0.000,197.220,0.970",,,,,,,,
"542,post,198.580,198.790,0.210,0.000,197.220,1.360",,,,,,,,
"543,without,198.790,199.390,0.600,0.000,197.220,1.570",,,,,,,,
"544,a,199.390,199.470,0.080,0.000,200.860,-1.470",,,,,,,,
"545,word,199.470,199.810,0.340,0.000,200.860,-1.390",,,,,,,,
"546,The,200.070,200.330,0.260,0.260,200.860,-0.790",,,,,,,,
"547,lesson,200.330,200.930,0.600,0.000,200.860,-0.530",,,,,,,,
"548,in,200.930,201.310,0.380,0.000,200.860,0.070",,,,,,,,
"549,that,201.310,201.360,0.050,0.000,200.860,0.450",,,,,,,,
"550,touch,201.360,201.790,0.430,0.000,200.860,0.500",,,,,,,,
"551,your,202.030,202.360,0.330,0.240,202.520,-0.490",,,,,,,,
"552,mistake,202.360,203.120,0.760,0.000,202.520,-0.160",,,,,,,,
"553,put,203.120,203.300,0.180,0.000,202.520,0.600",,,,,,,,
"554,people,203.300,203.690,0.390,0.000,202.520,0.780",,,,,,,,
"555,in,203.690,203.780,0.090,0.000,202.520,1.170",,,,,,,,
"556,danger,203.780,204.210,0.430,0.000,205.080,-1.300",,,,,,,,
"557,You,204.300,204.440,0.140,0.090,205.080,-0.780",,,,,,,,
"558,are,204.440,204.830,0.390,0.000,205.080,-0.640",,,,,,,,
"559,not,204.830,205.200,0.370,0.000,205.080,-0.250",,,,,,,,
"560,punished,205.200,205.620,0.420,0.000,205.080,0.120",,,,,,,,
"561,for,205.620,205.830,0.210,0.000,205.080,0.540",,,,,,,,
"562,it,205.830,205.970,0.140,0.000,205.080,0.750",,,,,,,,
"563,You,206.180,206.390,0.210,0.210,205.080,1.100",,,,,,,,
"564,are,206.390,206.600,0.210,0.000,207.300,-0.910",,,,,,,,
"565,expected,206.600,207.170,0.570,0.000,207.300,-0.700",,,,,,,,
"566,to,207.170,207.310,0.140,0.000,207.300,-0.130",,,,,,,,
"567,understand,207.310,208.030,0.720,0.000,207.300,0.010",,,,,,,,
"568,that,208.030,208.350,0.320,0.000,207.300,0.730",,,,,,,,
"569,on,208.350,208.450,0.100,0.000,207.300,1.050",,,,,,,,
"570,your,208.450,208.730,0.280,0.000,207.300,1.150",,,,,,,,
"571,own,208.730,208.940,0.210,0.000,207.300,1.430",,,,,,,,
"572,You,209.300,209.740,0.440,0.360,210.040,-0.740",,,,,,,,
"573,do,209.740,209.840,0.100,0.000,210.040,-0.300",,,,,,,,
"574,not,209.840,210.190,0.350,0.000,210.040,-0.200",,,,,,,,
"575,drop,210.190,210.780,0.590,0.000,210.040,0.150",,,,,,,,
"576,a,210.780,210.800,0.020,0.000,210.040,0.740",,,,,,,,
"577,torch,210.880,211.140,0.260,0.080,210.040,0.840",,,,,,,,
"578,again,211.140,211.490,0.350,0.000,212.160,-1.020",,,,,,,,
"579,Those,211.520,212.200,0.680,0.030,212.160,-0.640",,,,,,,,
"580,long,212.200,212.330,0.130,0.000,212.160,0.040",,,,,,,,
"581,column,212.330,212.750,0.420,0.000,212.160,0.170",,,,,,,,
"582,walks,212.750,213.040,0.290,0.000,212.160,0.590",,,,,,,,
"583,teach,213.040,213.380,0.340,0.000,212.160,0.880",,,,,,,,
"584,you,213.380,213.580,0.200,0.000,212.160,1.220",,,,,,,,
"585,how,213.580,213.840,0.260,0.000,212.160,1.420",,,,,,,,
"586,to,213.840,213.910,0.070,0.000,212.160,1.680",,,,,,,,
"587,read,213.910,214.180,0.270,0.000,212.160,1.750",,,,,,,,
"588,the,214.180,214.370,0.190,0.000,212.160,2.020",,,,,,,,
"589,night,214.370,214.610,0.240,0.000,212.160,2.210",,,,,,,,
"590,by,214.610,214.950,0.340,0.000,212.160,2.450",,,,,,,,
"591,its,214.950,215.050,0.100,0.000,212.160,2.790",,,,,,,,
"592,sounds,215.050,215.460,0.410,0.000,212.160,2.890",,,,,,,,
"593,An,215.810,216.020,0.210,0.350,216.540,-0.730",,,,,,,,
"594,owl,216.020,216.330,0.310,0.000,216.540,-0.520",,,,,,,,
"595,is,216.330,216.760,0.430,0.000,216.540,-0.210",,,,,,,,
"596,neutral,216.760,217.300,0.540,0.000,216.540,0.220",,,,,,,,
"597,Every,218.240,218.320,0.080,0.940,218.240,0.000",,,,,,,,
"598,animal,218.320,218.420,0.100,0.000,218.240,0.080",,,,,,,,
"599,going,218.420,218.730,0.310,0.000,218.240,0.180",,,,,,,,
"600,silent,218.730,219.170,0.440,0.000,218.240,0.490",,,,,,,,
"601,at,219.170,219.600,0.430,0.000,218.240,0.930",,,,,,,,
"602,once,219.600,219.650,0.050,0.000,218.240,1.360",,,,,,,,
"603,is,219.650,219.770,0.120,0.000,218.240,1.410",,,,,,,,
"604,not,219.770,219.950,0.180,0.000,218.240,1.530",,,,,,,,
"605,Wind,220.190,220.430,0.240,0.240,221.080,-0.890",,,,,,,,
"606,through,220.430,220.910,0.480,0.000,221.080,-0.650",,,,,,,,
"607,pine,220.910,221.280,0.370,0.000,221.080,-0.170",,,,,,,,
"608,moves,221.280,221.540,0.260,0.000,221.080,0.200",,,,,,,,
"609,without,221.540,221.970,0.430,0.000,221.080,0.460",,,,,,,,
"610,any,221.970,222.390,0.420,0.000,221.080,0.890",,,,,,,,
"611,pattern,222.390,222.810,0.420,0.000,221.080,1.310",,,,,,,,
"612,Something,222.980,224.000,1.020,0.170,223.700,-0.720",,,,,,,,
"613,large,224.000,224.330,0.330,0.000,223.700,0.300",,,,,,,,
"614,moving,224.330,224.720,0.390,0.000,223.700,0.630",,,,,,,,
"615,through,224.720,225.400,0.680,0.000,223.700,1.020",,,,,,,,
"616,pine,225.400,225.450,0.050,0.000,223.700,1.700",,,,,,,,
"617,has,225.450,225.650,0.200,0.000,223.700,1.750",,,,,,,,
"618,a,225.650,225.710,0.060,0.000,223.700,1.950",,,,,,,,
"619,rhythm,225.710,226.110,0.400,0.000,223.700,2.010",,,,,,,,
"620,even,226.110,226.370,0.260,0.000,223.700,2.410",,,,,,,,
"621,when,226.370,226.630,0.260,0.000,223.700,2.670",,,,,,,,
