idx,text,startSec,endSec
1088,Cad,412.32,412.58
1089,ia,412.58,412.75
1090,sits,412.75,413.1
1091,at,413.1,413.29
1092,the,413.29,413.53
1093,edge,413.53,413.99
1094,of,413.99,414.05
1095,a,414.05,414.13
1096,permanent,414.13,414.92
1097,spatial,414.92,415.7
1098,ru,415.7,415.75
1099,pture,415.75,416.19
1100,where,416.19,416.68
1101,the,416.68,416.84
1102,laws,416.84,417.19
1103,governing,417.19,417.98
1104,material,417.98,418.68
1105,reality,418.68,419.44
1106,are,419.44,419.67
1107,contest,419.67,420.15
1108,ed,420.15,420.28
1109,in,420.28,420.71
1110,ways,420.71,420.72
1111,standard,420.72,421.4
1112,military,421.4,421.93
1113,planning,421.93,422.46
1114,doesn,422.46,422.87
1115,'t,422.87,422.96
1116,account,422.96,423.69
1117,for,423.69,423.9
1118,Nav,424.4,424.56
1119,igation,424.56,424.65
1120,through,424.65,425.13
1121,the,425.13,425.34
1122,outer,425.34,425.77
1123,reaches,425.77,426.17
1124,of,426.17,426.33
1125,the,426.33,426.52
1126,eye,426.52,426.73
1127,of,426.73,427.03
1128,terror,427.03,427.28
1129,requires,427.28,427.83
1130,specialized,427.83,428.77
1131,instruments,428.77,429.42
1132,that,429.42,429.72
1133,themselves,429.72,430.32
1134,de,430.32,430.62
1135,grade,430.62,430.8
1136,the,430.8,431.01
1137,deeper,431.01,431.45
1138,in,431.45,431.56
1139,you,431.56,431.77
1140,go,431.77,431.92
1141,Hel,432.84,432.9
1142,ms,432.9,433.04
1143,men,433.04,433.26
1144,on,433.26,433.39
1145,those,433.39,433.77
1146,routes,433.77,434.21
1147,age,434.21,434.43
1148,at,434.43,434.61
1149,accelerated,434.61,435.38
1150,rates,435.38,435.91
1151,ips,436.58,436.73
1152,that,436.73,436.75
1153,enter,436.75,437.14
1154,the,437.14,437.38
1155,inner,437.38,437.78
1156,eye,437.78,438.02
1157,on,438.02,438.28
1158,standard,438.28,438.83
1159,transit,438.83,439.46
1160,projections,439.46,440.27
1161,sometimes,440.27,441.01
1162,emerge,441.01,441.56
1163,centuries,441.56,442.23
1164,off,442.23,442.46
1165,course,442.46,442.94
1166,don,443.82,443.95
1167,'t,443.95,443.99
1168,emerge,443.99,444.41
1169,Fore,445.24,445.36
1170,ground,445.36,445.41
1171,forces,445.41,445.78
1172,during,445.78,446.19
1173,active,446.19,446.62
1174,inc,446.62,446.94
1175,urs,446.94,447.04
1176,ions,447.04,447.32
1177,The,448.24,448.4
1178,problem,448.4,448.44
1179,is,448.44,448.61
1180,reality,448.61,449.2
1181,as,449.2,449.4
1182,an,449.4,449.61
1183,unre,449.61,449.94
1184,li,449.94,450.09
1185,able,450.09,450.44
1186,physical,450.44,451.15
1187,substrate,451.15,451.95
1188,During,452.44,452.82
1189,the,452.82,452.95
1190,13,452.95,453.4
1191,th,453.4,453.65
1192,Black,453.65,453.98
1193,Crus,453.98,454.21
1194,ade,454.21,454.43
1195,corruption,454.57,455.32
1196,radi,455.32,455.62
1197,ating,455.62,455.98
1198,from,455.98,456.44
1199,Ab,456.44,456.58
1200,ad,456.58,456.65
1201,don,456.65,456.88
1202,'s,456.88,456.94
1203,fleet,456.94,457.31
1204,dest,457.31,457.61
1205,abil,457.61,457.93
1206,ized,457.93,458.19
1207,atmospheric,458.19,459.01
1208,conditions,459.01,459.8
1209,across,459.8,460.21
1210,entire,460.21,460.66
1211,operating,460.66,461.63
1212,zones,461.63,461.7
1213,ip,462.58,462.67
1214,ment,462.67,462.74
1215,failed,462.74,463.12
1216,with,463.12,463.36
1217,no,463.36,463.51
1218,physical,463.51,464.07
1219,damage,464.07,464.51
1220,to,464.51,464.63
1221,explain,464.63,465.21
1222,it,465.21,465.26
1223,Sold,465.96,466.06
1224,iers,466.06,466.12
1225,who,466.12,466.27
1226,spent,466.27,466.62
1227,extended,466.62,467.18
1228,time,467.18,467.46
1229,in,467.46,467.66
1230,contaminated,467.66,468.59
1231,sectors,468.59,468.94
1232,reported,468.94,469.5
1233,geography,469.5,470.33
1234,that,470.33,470.41
1235,didn,470.41,470.69
1236,'t,470.69,470.83
1237,match,470.83,471.28
1238,survey,471.28,471.61
1239,maps,471.61,471.88
1240,x,472.46,472.62
1241,traffic,472.62,472.82
1242,on,472.82,473.0
1243,dead,473.0,473.23
1244,frequencies,473.23,474.16
1245,and,474.19,474.41
1246,an,474.41,474.55
1247,inability,474.55,475.21
1248,to,475.21,475.35
1249,track,475.35,475.71
1250,time,475.71,476.0
1251,between,476.0,476.82
1252,events,476.82,476.95
1253,These,477.66,477.82
1254,were,477.82,477.89
1255,documented,477.89,478.61
1256,across,478.61,479.06
1257,multiple,479.06,479.64
1258,units,479.64,480.0
1259,They,480.42,480.49
1260,weren,480.49,480.8
1261,'t,480.8,480.89
1262,morale,480.89,481.23
1263,failures,481.23,481.7
1264,were,482.52,482.67
1265,the,482.67,482.7
1266,operational,482.7,483.6
1267,signature,483.6,484.22
1268,of,484.22,484.34
1269,the,484.34,484.56
1270,eye,484.56,484.78
1271,'s,484.78,484.92
1272,effect,484.92,485.4
1273,on,485.4,485.51
1274,personnel,485.51,486.18
1275,without,486.18,486.9
1276,shield,486.9,487.14
1277,ing,487.14,487.36
1278,ian,488.06,488.22
1279,shock,488.22,488.36
1280,troops,488.36,488.74
1281,were,488.74,488.99
1282,trained,488.99,489.43
1283,from,489.43,489.76
1284,the,489.76,489.87
1285,start,489.87,490.19
1286,with,490.19,490.44
1287,all,490.44,490.69
1288,of,490.69,490.75
1289,this,490.75,491.0
1290,as,491.0,491.18
1291,a,491.18,491.29
1292,baseline,491.29,491.69
1293,They,492.56,492.71
1294,treated,492.71,492.73
1295,it,492.73,492.87
1296,as,492.87,493.1
1297,standard,493.1,493.64
1298,operating,493.64,494.26
1299,parameters,494.26,494.9
1300,rather,494.9,495.32
1301,than,495.32,495.6
1302,emergency,495.6,496.22
1303,conditions,496.22,496.95
1304,gap,497.68,497.84
1305,between,497.84,498.09
1306,a,498.09,498.22
1307,force,498.22,498.48
1308,that,498.48,498.75
1309,had,498.75,499.05
1310,normalized,499.05,499.61
1311,the,499.61,499.81
1312,impossible,499.81,500.56
1313,and,500.56,500.84
1314,a,500.84,500.91
1315,force,500.91,501.24
1316,meeting,501.24,501.96
1317,it,501.96,502.05
1318,for,502.05,502.28
1319,the,502.28,502.43
1320,first,502.43,502.84
1321,time,502.84,503.2
1322,determined,503.2,503.68
1323,most,503.68,503.97
1324,of,503.97,504.11
1325,the,504.11,504.32
1326,tactical,504.32,504.97
1327,results,504.97,505.42
1328,at,505.42,505.56
1329,the,505.56,505.78
1330,Cad,505.78,506.0
1331,ian,506.0,506.22
1332,gate,506.22,506.5
1333,Cad,507.18,507.34
1334,ians,507.34,507.4
1335,died,507.4,507.72
1336,there,507.72,507.98
1337,too,508.11,508.3
1338,They,508.7,508.85
1339,just,508.85,509.16
1340,had,509.16,509.39
1341,doctrine,509.39,510.01
1342,that,510.01,510.32
1343,already,510.32,510.87
1344,had,510.87,511.17
1345,line,511.17,511.48
1346,item,511.48,511.79
1347,for,511.79,512.02
1348,it,512.02,512.17
1349,Number,512.84,513.0
1350,one,513.0,513.23
1351,the,513.39,513.64
1352,warp,513.64,513.97
1353,uncont,513.97,514.54
1354,rolled,514.54,514.97
1355,Every,515.74,515.9
1356,inter,515.9,515.96
1357,stell,515.96,516.32
1358,ar,516.32,516.45
1359,vessel,516.45,516.89
1360,passes,516.89,517.32
1361,through,517.32,517.82
1362,the,517.82,518.03
1363,warp,518.03,518.37
1364,to,518.37,518.46
1365,reach,518.46,518.97
1366,the,518.97,519.03
1367,next,519.03,519.32
1368,star,519.32,519.61
1369,system,519.61,520.13
1370,Nobody,520.8,520.96
1371,has,520.96,521.04
1372,survived,521.04,521.66
1373,losing,521.66,522.17
1374,control,522.17,522.73
1375,of,522.73,522.83
1376,that,522.83,523.14
1377,crossing,523.14,523.76
1378,warp,524.54,524.7
1379,enables,524.7,525.08
1380,faster,525.08,525.44
1381,than,525.5,525.86
1382,light,525.91,526.24
1383,travel,526.24,526.63
1384,also,527.44,527.6
1385,operates,527.6,527.98
1386,under,527.98,528.33
1387,conditions,528.33,529.14
1388,where,529.14,529.5
1389,stable,529.5,530.07
1390,matter,530.07,530.45
1391,has,530.45,530.67
1392,no,530.67,530.82
1393,particular,530.82,531.81
1394,standing,531.81,532.27
1395,A,532.57,532.66
1396,ship,532.66,532.87
1397,that,532.87,533.17
1398,loses,533.17,533.57
1399,its,533.57,533.83
1400,G,533.83,533.87
1401,eller,533.87,534.2
1402,field,534.2,534.57
1403,the,534.72,534.94
1404,containment,534.94,535.76
1405,system,535.76,536.2
1406,maintaining,536.36,537.18
1407,a,537.18,537.25
1408,bubble,537.25,537.82
1409,of,537.82,537.85
1410,material,537.85,538.45
1411,reality,538.45,539.04
1412,coher,539.04,539.31
1413,ence,539.31,539.52
1414,around,539.52,539.85
1415,the,539.85,540.02
1416,hull,540.02,540.23
1417,isn,540.36,540.57
1418,'t,540.57,540.66
1419,a,540.66,540.81
1420,vessel,540.81,541.09
1421,in,541.09,541.21
1422,a,541.21,541.27
1423,dangerous,541.27,541.86
1424,environment,541.86,542.51
1425,anymore,542.51,543.07
1426,'s,543.58,543.74
1427,matter,543.74,543.8
1428,trying,543.8,544.18
1429,to,544.18,544.3
1430,hold,544.3,544.54
1431,its,544.54,544.74
1432,shape,544.74,545.05
1433,somewhere,545.05,545.62
1434,that,545.62,545.87
1435,actively,545.87,546.37
1436,works,546.37,546.81
1437,against,546.81,547.12
1438,the,547.12,547.31
1439,concept,547.31,547.87
1440,of,547.87,547.97
1441,shape,547.97,548.18
1442,The,548.62,548.71
1443,crew,548.71,549.04
1444,doesn,549.04,549.44
1445,'t,549.44,549.61
1446,die,549.61,549.86
1447,the,549.86,550.16
1448,way,550.16,550.39
1449,crews,550.39,550.77
1450,die,550.77,551.09
1451,when,551.09,551.35
1452,life,551.35,551.69
1453,'s,551.69,551.84
1454,support,551.84,552.42
1455,fails,552.42,552.85
1456,The,553.14,553.35
1457,deterior,553.35,553.91
1458,ation,553.91,554.27
1459,comes,554.27,554.62
1460,from,554.62,554.9
1461,outside,554.9,555.4
1462,in,555.54,555.77
1463,and,555.82,556.03
1464,doesn,556.03,556.38
1465,'t,556.38,556.52
1466,follow,556.52,556.94
1467,a,556.94,557.02
1468,sequence,557.02,557.59
1469,anyone,557.59,558.02
1470,has,558.02,558.23
1471,successfully,558.23,559.09
1472,predicted,559.09,559.74
1473,What,560.58,560.64
1474,makes,560.64,560.74
1475,this,560.74,560.91
1476,the,560.91,561.12
1477,worst,561.12,561.44
1478,environment,561.44,562.28
1479,in,562.28,562.31
1480,the,562.31,562.51
1481,setting,562.51,562.98
1482,is,562.98,563.21
1483,what,563.21,563.38
1484,gets,563.38,563.81
1485,stripped,563.81,564.19
1486,away,564.19,564.45
1487,the,564.45,564.94
1488,moment,564.94,565.06
1489,control,565.06,565.56
1490,fails,565.56,565.9
1491,Nav,566.62,566.78
1492,igation,566.78,566.85
1493,stops,566.85,567.21
1494,working,567.21,567.71
1495,because,567.71,568.21
1496,warp,568.21,568.55
1497,currents,568.55,569.25
1498,have,569.25,569.37
1499,no,569.37,569.51
1500,fixed,569.51,569.87
1501,relationship,569.87,570.88
1502,to,570.88,571.0
1503,physical,571.0,571.46
1504,distances,571.46,572.11
1505,Time,572.96,573.12
1506,becomes,573.12,573.68
1507,operation,573.68,574.5
1508,ally,574.5,574.73
1509,non,574.73,574.96
1510,linear,575.04,575.52
1511,have,576.6,576.68
1512,ex,576.68,576.76
1513,ited,576.76,576.95
1514,transit,576.95,577.43
1515,weeks,577.43,577.77
1516,before,577.77,578.18
1517,they,578.18,578.45
1518,entered,578.45,578.93
1519,as,579.2,579.23
1520,measured,579.23,579.83
1521,by,579.83,579.89
1522,external,579.89,580.44
1523,observers,580.44,581.06
1524,and,581.32,581.62
1525,some,581.62,581.92
1526,have,581.92,582.17
1527,never,582.17,582.56
1528,ex,582.56,582.81
1529,ited,582.81,583.02
1530,despite,583.02,583.57
1531,correct,583.57,584.12
1532,departure,584.12,584.82
1533,coordinates,584.82,585.95
1534,Crew,586.12,586.28
1535,psychological,586.28,587.33
1536,integrity,587.33,588.06
1537,decl,588.06,588.38
1538,ines,588.38,588.7
1539,in,588.7,588.86
1540,proportion,588.86,589.67
1541,to,589.67,589.83
1542,transit,589.83,590.39
1543,duration,590.39,591.04
1544,and,591.04,591.28
1545,proximity,591.28,592.01
1546,to,592.01,592.17
1547,warp,592.17,592.49
1548,anom,592.49,592.81
1549,alies,592.81,593.25
1550,Communication,594.08,594.62
1551,with,594.62,594.89
1552,anything,594.89,595.54
1553,outside,595.54,596.11
1554,the,596.11,596.35
1555,hull,596.35,596.71
1556,is,596.71,596.83
1557,sever,596.83,597.31
1558,ed,597.31,597.39
1559,ly,598.08,598.24
1560,lines,598.24,598.36
1561,reinforce,598.48,599.02
1562,ments,599.02,599.45
1563,intelligence,599.47,600.22
1564,extraction,600.34,600.97
1565,everything,601.09,601.72
1566,a,601.72,601.76
1567,military,601.76,602.45
1568,force,602.45,602.68
1569,depends,602.68,603.1
1570,on,603.1,603.15
1571,for,603.15,603.4
1572,sustained,603.4,603.9
1573,operation,603.9,604.46
1574,ases,605.34,605.42
1575,to,605.42,605.51
1576,function,605.51,606.16
1577,the,606.16,606.43
1578,moment,606.43,607.04
1579,the,607.04,607.27
1580,G,607.27,607.34
1581,eller,607.34,607.97
1582,field,607.97,608.26
1583,goes,608.26,608.63
1584,The,609.12,609.21
1585,final,609.21,609.63
1586,boarding,609.63,610.33
1587,of,610.33,610.46
1588,the,610.46,610.71
1589,venge,610.71,611.13
1590,ful,611.13,611.38
1591,spirit,611.38,611.88
1592,illustrated,611.88,612.79
1593,what,612.79,613.33
1594,even,613.33,613.46
1595,partial,613.46,614.04
1596,warp,614.04,614.41
1597,exposure,614.41,615.18
1598,does,615.18,615.37
1599,at,615.37,615.56
1600,close,615.56,615.95
1601,range,615.95,616.48
1602,A,616.7,616.87
1603,targeted,616.87,617.28
1604,teleport,617.28,617.79
1605,assault,617.79,618.26
1606,the,618.4,618.63
1607,most,618.63,618.84
1608,controlled,618.84,619.49
1609,form,619.49,619.89
1610,of,619.89,619.93
1611,warp,619.93,620.15
1612,ad,620.21,620.34
1613,jac,620.34,620.52
1614,ent,620.52,621.06
1615,transit,621.06,621.18
1616,available,621.18,621.77
1617,was,622.01,622.22
1618,used,622.22,622.52
1619,as,622.52,622.67
1620,a,622.67,622.74
1621,dispers,622.74,623.3
1622,ion,623.3,623.48
1623,mechanism,623.48,624.22
1624,The,624.86,624.88
1625,Loy,624.88,625.01
1626,al,625.01,625.03
1627,ist,625.03,625.25
1628,strike,625.25,625.7
1629,force,625.7,626.08
1630,scattered,626.08,626.79
1631,across,626.79,627.21
1632,a,627.21,627.28
1633,corrupted,627.28,628.09
1634,interior,628.09,628.57
1635,Pocket,629.46,629.62
1636,inst,629.62,629.67
1637,abilities,629.67,630.4
1638,isolated,630.4,631.05
1639,individuals,631.05,632.09
1640,from,632.09,632.34
1641,their,632.34,632.69
1642,units,632.69,633.09
1643,mid,633.09,633.33
1644,trans,633.41,633.84
1645,it,633.84,634.06
1646,ne,634.68,634.84
1647,was,634.84,634.87
1648,displaced,634.87,635.55
1649,into,635.55,635.85
1650,a,635.85,636.05
1651,pocket,636.05,636.38
1652,dimension,636.38,637.05
1653,entirely,637.05,637.65
1654,Cor,638.65,638.68
1655,rid,638.68,638.86
1656,ors,638.86,639.04
1657,changed,639.04,639.45
1658,geometry,639.45,639.94
1659,around,639.94,640.3
1660,active,640.3,640.66
1661,engagements,640.66,641.38
1662,That,642.08,642.1
1663,was,642.1,642.24
1664,one,642.24,642.33
1665,ship,642.33,642.64
1666,partially,642.64,643.45
1667,dest,643.45,643.66
1668,abil,643.66,644.01
1669,ized,644.01,644.28
1670,by,644.28,644.43
1671,prolonged,644.43,645.31
1672,warp,645.31,645.45
1673,exposure,645.45,646.4
1674,The,646.4,646.62
1675,open,646.62,646.94
1676,warp,646.94,647.22
1677,produces,647.22,647.82
1678,those,647.82,648.19
1679,conditions,648.19,649.03
1680,as,649.03,649.09
1681,its,649.09,649.31
1682,starting,649.31,649.91
1683,point,649.91,650.27
1684,not,650.65,650.77
1685,its,650.77,650.87
1686,worst,650.87,651.24
1687,case,651.24,651.54
1688,No,652.36,652.52
1689,military,652.52,652.57
1690,force,652.57,652.94
1691,has,652.94,653.16
1692,operated,653.16,653.76
1693,effectively,653.76,654.58
1694,inside,654.58,655.03
1695,the,655.03,655.25
1696,open,655.25,655.59
1697,warp,655.59,655.84
1698,without,655.84,656.73
1699,navigation,656.73,657.19
1700,The,657.94,657.96
1701,ones,657.96,658.1
1702,that,658.1,658.28
1703,lost,658.28,658.6
1704,control,658.6,659.31
1705,going,659.31,659.64
1706,in,659.64,659.73
1707,didn,659.73,660.05
1708,'t,660.05,660.21
1709,return,660.21,660.7
1710,to,660.7,660.86
1711,write,660.86,661.26
1712,up,661.26,661.42
1713,what,661.42,661.73
1714,happened,661.73,662.39
1715,The,663.26,663.29
1716,environment,663.29,664.0
1717,holds,664.0,664.32
1718,that,664.32,664.57
1719,record,664.57,664.95
1720,not,664.95,665.14
1721,because,665.14,665.71
1722,it,665.71,665.73
1723,kills,665.73,666.03
1724,efficiently,666.03,666.74
1725,but,666.92,667.47
1726,because,667.47,667.76
1727,it,667.76,667.93
1728,removes,667.93,668.55
1729,the,668.55,668.8
1730,prec,668.8,669.06
1731,ond,669.06,669.31
1732,itions,669.31,669.64
1733,for,669.64,669.83
1734,any,669.83,670.02
1735,organized,670.02,670.62
1736,response,670.62,671.18
1737,You,671.44,671.61
1738,cannot,671.61,672.0
1739,establish,672.0,672.64
1740,a,672.64,672.81
1741,perimeter,672.81,673.37
1742,You,674.22,674.29
1743,cannot,674.29,674.38
1744,hold,674.38,674.59
1745,ground,674.59,675.05
1746,You,675.86,675.9
1747,cannot,675.9,676.02
1748,advance,676.02,676.4
1749,on,676.4,676.5
1750,an,676.5,676.62
1751,objective,676.62,677.24
1752,ing,678.18,678.34
1753,coherent,678.34,678.46
1754,long,678.46,678.72
1755,enough,678.72,679.11
1756,to,679.11,679.26
1757,matter,679.26,679.63
1758,is,679.63,679.76
1759,about,679.76,680.11
1760,the,680.11,680.28
1761,best,680.28,680.54
1762,available,680.54,681.13
1763,outcome,681.13,681.59
1764,and,681.72,681.91
1765,that,681.91,682.16
1766,'s,682.16,682.49
1767,not,682.49,682.55
1768,a,682.55,682.57
1769,given,682.57,682.88
1770,Some,683.82,683.88
1771,environments,683.88,684.56
1772,kill,684.56,684.78
1773,soldiers,684.78,685.23
1774,These,685.92,686.08
1775,kill,686.08,686.17
1776,the,686.17,686.46
1777,structure,686.46,687.29
1778,of,687.29,687.35
1779,a,687.35,687.42
1780,mission,687.42,688.02
1781,before,688.02,688.55
1782,the,688.55,688.8
1783,First,688.8,689.19
1784,Order,689.19,689.6
1785,reaches,689.6,690.31
1786,anyone,690.31,690.75
1787,The,691.54,691.7
1788,officers,691.7,691.8
1789,who,691.8,692.08
1790,sent,692.08,692.29
1791,men,692.29,692.48
1792,into,692.48,692.91
1793,these,692.91,693.24
1794,places,693.24,693.56
1795,had,693.56,693.77
1796,the,693.77,693.97
1797,parameters,693.97,694.77
1798,in,694.77,694.83
1799,front,694.83,695.18
1800,of,695.18,695.31
1801,them,695.31,695.81
1802,and,695.81,695.91
1803,sent,695.91,696.14
1804,them,696.14,696.37
1805,anyway,696.37,696.86
1806,The,697.66,697.82
1807,calculation,697.82,698.2
1808,kept,698.2,698.37
1809,producing,698.37,699.03
1810,the,699.03,699.19
1811,same,699.19,699.46
1812,answer,699.46,699.87
1813,The,700.66,700.82
1814,alternative,700.82,701.2
1815,cost,701.2,701.42
1816,more,701.42,701.73
1817,Usually,702.46,702.62
1818,it,702.62,702.72
1819,did,702.72,703.0
1820,The,703.6,703.74
1821,hard,703.74,703.77
1822,places,703.77,704.19
1823,stay,704.19,704.48
1824,hard,704.48,704.77
1825,The,705.42,705.51
1826,wars,705.51,705.58
1827,don,705.58,705.72
1828,'t,705.72,705.96
1829,stop,705.96,706.14
1830,Somebody,706.96,707.34
1831,else,707.34,707.47
1832,gets,707.47,707.69
1833,the,707.69,707.88
1834,briefing,707.88,708.31
1835,next,708.31,708.56
