idx,text,startSec,endSec
1115,the,407.66,407.87
1116,cold,407.87,408.14
1117,est,408.14,408.4
1118,nights,408.4,408.86
1119,when,408.86,409.25
1120,the,409.25,409.27
1121,river,409.27,409.67
1122,ice,409.67,409.83
1123,cracks,409.83,410.27
1124,and,410.27,410.62
1125,carries,410.62,411.08
1126,those,411.08,411.17
1127,sounds,411.17,412.04
1128,through,412.04,412.27
1129,the,412.27,412.47
1130,valley,412.47,412.87
1131,nobody,413.0,413.4
1132,sleeps,413.4,413.92
1133,deep,413.92,414.06
1134,and,414.06,414.23
1135,nobody,414.23,414.77
1136,sleeps,414.77,415.19
1137,long,415.19,415.32
1138,The,415.56,416.58
1139,body,416.58,416.63
1140,does,416.63,417.26
1141,not,417.26,417.62
1142,wait,417.62,417.68
1143,for,417.76,417.86
1144,the,417.86,418.04
1145,mind,418.04,418.27
1146,to,418.27,418.4
1147,decide,418.4,418.77
1148,if,418.77,418.89
1149,a,418.89,419.1
1150,sound,419.1,419.26
1151,is,419.26,419.38
1152,worth,419.38,419.69
1153,waking,419.69,420.06
1154,for,420.06,420.24
1155,The,420.48,420.81
1156,night,420.81,421.45
1157,is,421.45,421.83
1158,not,421.83,421.91
1159,quiet,421.91,422.46
1160,It,422.8,423.64
1161,is,423.64,423.76
1162,full,423.76,424.47
1163,of,424.47,424.68
1164,noise,424.68,424.69
1165,almost,424.76,425.78
1166,all,425.78,426.06
1167,of,426.06,426.26
1168,it,426.26,426.36
1169,meaningless,426.36,426.88
1170,Wind,427.78,428.05
1171,Small,428.48,429.06
1172,animals,429.06,429.88
1173,The,430.51,430.58
1174,fire,430.58,431.03
1175,settling,431.03,432.28
1176,Bran,432.32,432.59
1177,ches,432.59,432.89
1178,pulling,432.89,433.44
1179,tight,433.44,433.82
1180,in,433.82,433.98
1181,the,433.98,434.24
1182,cold,434.24,434.43
1183,Sleeping,434.56,436.03
1184,people,436.03,436.59
1185,breathing,436.59,436.8
1186,You,436.96,437.08
1187,spend,437.08,437.41
1188,your,437.41,437.51
1189,second,437.51,438.29
1190,month,438.29,438.44
1191,in,438.44,438.57
1192,rotation,438.57,439.12
1193,learning,439.25,439.8
1194,to,439.8,439.93
1195,separate,439.93,440.45
1196,the,440.45,441.03
1197,sounds,441.03,441.09
1198,that,441.09,441.45
1199,matter,441.45,441.85
1200,from,441.85,442.18
1201,the,442.18,442.84
1202,enormous,442.84,442.94
1203,volume,442.94,443.41
1204,that,443.41,443.54
1205,do,443.54,443.89
1206,not,443.89,444.34
1207,You,444.38,444.64
1208,are,444.64,444.9
1209,not,444.9,445.16
1210,listening,445.16,445.98
1211,for,445.98,446.24
1212,a,446.24,446.31
1213,sound,446.31,446.76
1214,You,447.09,447.27
1215,are,447.27,447.53
1216,listening,447.53,448.32
1217,for,448.32,448.85
1218,the,448.85,448.9
1219,absence,448.9,449.47
1220,of,449.47,449.64
1221,one,449.64,449.94
1222,brush,451.24,451.32
1223,mice,451.32,451.51
1224,stop,451.51,451.8
1225,moving,451.8,452.64
1226,through,452.64,452.8
1227,dry,452.8,453.03
1228,leaves,453.03,453.49
1229,something,453.64,454.32
1230,stopped,454.32,454.84
1231,them,454.84,455.39
1232,When,455.44,456.02
1233,the,456.02,456.45
1234,night,456.45,456.59
1235,birds,456.59,456.81
1236,cut,456.81,457.14
1237,mid,457.14,457.36
1238,call,457.43,457.72
1239,something,458.52,458.56
1240,passed,458.56,458.96
1241,under,458.96,459.32
1242,them,459.32,459.61
1243,These,459.83,460.18
1244,gaps,460.18,460.48
1245,tell,460.48,460.76
1246,you,460.76,461.28
1247,more,461.28,461.29
1248,than,461.29,461.57
1249,any,461.57,461.79
1250,loud,461.79,462.08
1251,noise,462.08,462.43
1252,could,462.43,463.1
1253,You,463.12,463.47
1254,get,463.47,463.82
1255,it,463.82,464.14
1256,wrong,464.14,464.18
1257,twice,464.26,464.52
1258,in,464.52,464.65
1259,your,464.65,464.91
1260,first,464.91,465.58
1261,season,465.58,465.71
1262,The,465.87,466.13
1263,first,466.13,466.41
1264,time,466.41,466.72
1265,you,466.81,467.01
1266,raise,467.01,467.35
1267,an,467.35,467.48
1268,alert,467.48,467.8
1269,for,467.8,467.91
1270,a,467.91,468.33
1271,branch,468.33,468.49
1272,dropping,468.49,469.18
1273,from,469.18,469.42
1274,a,469.42,469.53
1275,snow,469.53,469.79
1276,load,470.1,470.14
1277,ed,470.14,470.24
1278,tree,470.24,470.38
1279,The,470.92,471.0
1280,whole,471.0,471.03
1281,camp,471.03,471.29
1282,stands,471.29,471.44
1283,up,471.44,471.83
1284,and,471.83,472.03
1285,it,472.03,472.33
1286,takes,472.33,472.49
1287,several,472.49,472.96
1288,minutes,472.96,473.46
1289,to,473.46,473.56
1290,settle,473.56,473.96
1291,Nobody,474.22,474.65
1292,is,474.65,475.07
1293,angry,475.07,475.27
1294,with,475.27,475.59
1295,you,475.59,475.83
1296,waste,477.1,477.18
1297,of,477.18,477.23
1298,it,477.23,477.4
1299,stays,477.4,477.83
1300,in,477.83,478.0
1301,your,478.0,478.52
1302,chest,478.52,478.8
1303,the,479.05,479.27
1304,specific,479.27,479.86
1305,burn,479.86,480.16
1306,of,480.16,480.38
1307,a,480.38,480.4
1308,false,480.4,480.72
1309,alarm,480.72,481.25
1310,and,481.32,481.67
1311,you,481.67,481.9
1312,do,481.9,482.08
1313,not,482.08,482.41
1314,want,482.41,482.63
1315,to,482.63,483.02
1316,carry,483.02,483.06
1317,that,483.06,483.24
1318,feeling,483.24,483.73
1319,again,483.73,483.87
1320,The,484.3,484.66
1321,second,484.66,484.95
1322,time,484.95,485.24
1323,you,485.41,485.6
1324,wait,485.6,485.88
1325,too,485.88,486.09
1326,long,486.09,486.38
1327,You,486.59,486.8
1328,hear,486.8,487.08
1329,the,487.08,487.39
1330,inter,487.39,487.66
1331,ruption,487.66,488.16
1332,and,488.16,488.37
1333,you,488.37,488.55
1334,talk,488.55,489.2
1335,yourself,489.2,489.45
1336,out,489.45,489.66
1337,of,489.66,489.92
1338,trusting,489.92,490.24
1339,it,490.24,490.32
1340,The,491.38,491.55
1341,threat,491.55,492.06
1342,is,492.06,492.22
1343,a,492.22,492.65
1344,lone,492.65,492.72
1345,dire,492.72,492.99
1346,wolf,492.99,493.36
1347,testing,493.36,493.7
1348,the,493.7,493.84
1349,perimeter,493.84,494.34
1350,drawn,494.4,494.79
1351,by,494.79,494.92
1352,the,494.92,495.45
1353,smell,495.45,495.56
1354,of,495.56,495.71
1355,the,495.71,495.94
1356,previous,495.94,496.6
1357,day,496.6,496.82
1358,'s,496.82,496.83
1359,but,496.83,496.99
1360,ch,496.99,497.26
1361,ering,497.26,497.31
1362,Dire,498.2,498.38
1363,t,498.38,498.44
1364,spots,498.44,498.63
1365,it,498.63,498.78
1366,from,498.78,499.16
1367,his,499.16,499.52
1368,post,499.52,499.65
1369,and,499.65,499.82
1370,turns,499.82,500.15
1371,it,500.15,500.29
1372,back,500.29,500.54
1373,with,500.54,500.8
1374,a,500.8,500.85
1375,thrown,500.85,501.26
1376,stone,501.26,501.59
1377,before,501.59,501.85
1378,it,501.85,502.27
1379,gets,502.27,502.38
1380,close,502.38,502.71
1381,He,502.99,504.08
1382,finds,504.08,504.46
1383,you,504.46,504.65
1384,at,504.65,504.8
1385,your,504.8,505.09
1386,post,505.09,505.3
1387,afterward,505.3,506.2
1388,He,506.26,506.43
1389,tells,506.43,506.77
1390,you,506.77,506.99
1391,one,506.99,507.21
1392,thing,507.21,507.58
1393,and,507.72,507.94
1394,you,507.94,508.16
1395,never,508.16,508.53
1396,stop,508.53,508.95
1397,carrying,508.95,509.41
1398,it,509.41,509.55
1399,The,509.84,510.76
1400,body,510.76,510.78
1401,knows,510.78,511.45
1402,before,511.45,512.28
1403,the,512.28,512.46
1404,mind,512.46,512.81
1405,agrees,512.81,512.98
1406,When,513.86,514.01
1407,something,514.01,514.75
1408,in,514.75,514.92
1409,you,514.92,515.18
1410,says,515.18,515.53
1411,a,515.53,515.62
1412,pattern,515.62,516.19
1413,has,516.19,516.61
1414,broken,516.61,517.03
1415,that,517.2,517.55
1416,is,517.55,517.7
1417,enough,517.7,518.42
1418,Stop,518.51,518.86
1419,waiting,518.86,519.48
1420,for,519.48,519.89
1421,your,519.89,520.06
1422,mind,520.06,520.36
1423,to,520.36,520.58
1424,finish,520.66,520.89
1425,arguing,520.89,521.25
1426,Level,522.0,523.15
1427,5,523.15,524.15
1428,The,524.31,524.73
1429,hunter,524.73,524.81
1430,who,524.81,524.96
1431,fights,524.96,525.27
1432,at,525.27,525.37
1433,night,525.37,525.63
1434,You,525.82,526.54
1435,are,526.54,526.74
1436,26,526.74,527.11
1437,Fear,527.32,527.97
1438,no,527.97,528.16
1439,longer,528.16,529.05
1440,leads,529.05,529.68
1441,when,529.68,530.25
1442,you,530.25,530.39
1443,move,530.39,530.74
1444,darkness,530.74,531.24
1445,It,531.4,531.81
1446,runs,531.81,532.16
1447,alongside,532.16,532.74
1448,you,532.74,532.97
1449,now,532.97,533.2
1450,Present,533.43,534.04
1451,but,534.12,534.34
1452,not,534.34,534.47
1453,in,534.47,534.89
1454,charge,534.89,535.31
1455,The,535.42,535.65
1456,night,535.65,535.94
1457,that,535.94,536.7
1458,changes,536.7,536.88
1459,you,536.88,537.27
1460,comes,537.27,537.74
1461,in,537.74,537.82
1462,late,537.82,538.06
1463,autumn,538.06,538.5
1464,Your,538.61,539.13
1465,group,539.13,539.48
1466,drives,539.48,539.82
1467,a,539.82,539.89
1468,small,539.89,540.26
1469,au,540.26,540.42
1470,ro,540.42,540.54
1471,chs,540.54,540.76
1472,herd,540.76,541.1
1473,toward,541.1,541.49
1474,a,541.49,541.56
1475,valley,541.56,542.21
1476,narrow,542.21,542.44
1477,ing,542.44,542.66
1478,and,542.8,543.02
1479,three,543.02,543.36
1480,animals,543.36,544.02
1481,break,544.02,544.38
1482,sideways,544.38,544.76
1483,into,544.76,545.06
1484,the,545.14,545.27
1485,trees,545.27,545.63
1486,instead,545.63,546.15
1487,of,546.15,546.48
1488,funnel,546.48,546.73
1489,ing,546.73,547.01
1490,through,547.01,547.46
1491,Two,547.68,547.9
1492,hunters,547.9,548.41
1493,go,548.41,548.55
1494,after,548.55,549.2
1495,them,549.2,549.21
1496,You,549.48,550.03
1497,are,550.03,551.02
1498,one,551.02,551.13
1499,The,551.67,552.1
1500,other,552.1,552.79
1501,is,552.79,553.08
1502,yar,553.08,553.4
1503,row,553.4,553.67
1504,30,554.3,554.38
1505,years,554.38,554.75
1506,old,554.75,555.01
1507,the,555.02,555.67
1508,most,555.67,555.72
1509,composed,555.72,556.29
1510,man,556.29,556.52
1511,on,556.52,556.67
1512,any,556.67,556.9
1513,hunt,556.9,557.21
1514,you,557.21,557.44
1515,have,557.44,557.75
1516,been,557.75,558.04
1517,on,558.04,558.45
1518,The,558.52,558.87
1519,light,558.87,559.46
1520,is,559.46,560.26
1521,going,560.26,560.28
1522,fast,560.28,560.83
1523,You,561.3,561.51
1524,push,561.51,562.02
1525,through,562.02,562.39
1526,the,562.39,562.54
1527,tree,562.54,562.74
1528,line,562.74,562.92
1529,into,562.92,563.42
1530,heavier,563.42,563.55
1531,timber,563.55,563.85
1532,and,563.97,564.1
1533,the,564.1,564.25
1534,animals,564.25,564.62
1535,are,564.62,564.77
1536,already,564.77,565.14
1537,gone,565.14,565.35
1538,ahead,565.35,565.59
1539,of,565.59,565.79
1540,you,565.79,565.86
1541,into,565.86,566.17
1542,the,566.17,566.22
1543,dark,566.22,566.43
1544,Yar,567.14,567.33
1545,row,567.33,567.55
1546,signals,567.55,568.42
1547,to,568.42,568.48
1548,stop,568.48,568.78
1549,You,569.05,569.32
1550,both,569.32,569.68
1551,go,569.68,569.86
1552,still,569.86,570.36
1553,You,570.59,571.21
1554,listen,571.21,571.41
1555,What,571.68,572.03
1556,you,572.03,572.27
1557,hear,572.27,573.02
1558,instead,573.02,573.31
1559,of,573.31,573.49
1560,au,573.49,573.67
1561,ro,573.67,574.06
1562,chs,574.06,574.24
1563,is,574.24,574.7
1564,something,574.7,575.0
1565,low,575.0,575.23
1566,and,575.23,575.46
1567,close,575.46,575.6
1568,to,575.6,576.0
1569,the,576.0,576.42
1570,ground,576.42,576.69
1571,A,576.95,576.99
1572,breathing,576.99,577.69
1573,that,577.69,578.04
1574,belongs,578.04,578.54
1575,to,578.54,579.15
1576,neither,579.15,579.23
1577,of,579.23,579.38
1578,you,579.38,579.61
1579,You,579.84,580.07
1580,cannot,580.07,580.96
1581,locate,580.96,580.99
1582,it,580.99,581.26
1583,in,581.26,581.34
1584,the,581.34,581.61
1585,trees,581.61,582.06
1586,You,582.33,582.74
1587,do,582.74,582.79
1588,not,582.79,583.06
1589,move,583.06,583.42
1590,Yar,583.7,583.96
1591,row,583.96,584.23
1592,does,584.23,584.64
1593,not,584.64,584.86
1594,move,584.86,585.49
1595,The,585.49,585.76
1596,breathing,585.76,586.49
1597,stops,586.49,587.3
1598,Three,587.32,587.87
1599,seconds,587.87,588.42
1600,Then,588.81,589.68
1601,Yar,589.68,590.2
1602,row,590.2,590.77
1603,shifts,590.77,591.19
1604,his,591.19,591.38
1605,weight,591.46,591.85
1606,back,591.85,591.98
1607,one,592.31,592.78
1608,foot,592.78,592.9
1609,at,592.9,593.01
1610,a,593.01,593.08
1611,time,593.08,593.39
1612,and,593.55,593.77
1613,you,593.77,594.0
1614,mirror,594.0,594.47
1615,him,594.47,594.7
1616,exactly,594.7,595.48
1617,You,595.53,595.71
1618,walk,595.71,596.02
1619,backward,596.02,596.57
1620,out,596.57,596.9
1621,of,596.9,597.26
1622,the,597.26,597.34
1623,forest,597.34,597.92
1624,with,597.92,598.14
1625,your,598.14,598.37
1626,spear,598.37,598.63
1627,forward,598.63,599.02
1628,and,599.02,599.45
1629,your,599.45,599.55
1630,free,599.55,599.69
1631,hand,599.69,599.91
1632,tra,599.91,600.09
1633,iling,600.09,600.36
1634,behind,600.36,600.7
1635,you,600.7,600.87
1636,to,600.87,600.98
1637,feel,600.98,601.21
1638,for,601.21,601.44
1639,the,601.44,601.55
1640,tree,601.55,601.75
1641,line,601.75,602.24
1642,You,602.3,602.88
1643,reach,602.88,603.96
1644,the,603.96,604.17
1645,open,604.17,604.46
1646,me,604.46,604.51
1647,adow,604.51,604.89
1648,and,605.04,605.37
1649,you,605.37,605.49
1650,both,605.49,605.77
1651,run,605.77,605.99
1652,Not,606.2,606.42
1653,deciding,606.42,607.0
1654,to,607.0,607.26
1655,run,607.26,607.36
1656,just,607.5,608.11
1657,running,608.11,608.3
1658,You,608.53,608.73
1659,return,608.73,609.15
1660,to,609.15,609.27
1661,the,609.27,609.65
1662,main,609.65,609.92
1663,group,609.92,610.26
1664,and,610.26,610.48
1665,report,610.48,610.93
1666,The,611.14,611.2
1667,hunt,611.2,611.9
1668,leader,611.9,612.12
1669,listens,612.12,612.65
1670,and,612.65,612.85
1671,sends,612.85,613.23
1672,nobody,613.23,613.78
1673,back,613.78,613.98
1674,The,614.22,614.57
1675,au,614.57,614.63
1676,ro,614.63,614.72
1677,chs,614.72,615.05
1678,are,615.05,615.16
1679,gone,615.16,615.45
1680,Whatever,615.68,616.44
1681,shared,616.44,616.73
1682,that,616.73,617.12
1683,timber,617.12,617.34
1684,with,617.42,617.58
1685,you,617.58,617.76
1686,was,617.76,617.93
1687,not,617.93,617.99
1688,worth,617.99,618.74
1689,finding,618.74,618.87
1690,That,619.03,619.29
1691,night,619.29,619.57
1692,by,619.57,619.7
1693,the,619.7,619.88
1694,fire,619.88,620.11
1695,you,620.23,620.41
1696,think,620.41,620.71
1697,about,620.71,621.16
1698,the,621.16,621.49
1699,three,621.49,621.5
1700,seconds,621.5,622.04
1701,after,622.04,622.31
1702,the,622.31,622.48
1703,breathing,622.48,622.98
1704,stopped,622.98,623.57
1705,Something,623.9,624.43
1706,in,624.43,624.51
1707,the,624.51,624.71
1708,dark,624.71,625.02
1709,assessed,625.02,625.52
1710,you,625.52,625.78
1711,and,625.78,625.92
1712,made,625.92,626.24
1713,a,626.24,626.63
1714,decision,626.63,626.79
1715,You,627.05,627.19
1716,do,627.19,627.32
1717,not,627.32,627.52
1718,know,627.52,627.78
1719,what,627.78,628.06
1720,it,628.06,628.32
1721,decided,628.32,628.85
1722,or,628.85,629.01
1723,why,629.01,629.1
1724,You,629.7,629.74
1725,only,629.74,630.01
1726,know,630.01,630.32
1727,you,630.32,630.55
1728,are,630.55,630.78
1729,at,630.78,630.93
1730,the,630.93,631.16
1731,fire,631.16,631.47
1732,because,631.47,632.47
1733,whatever,632.47,632.63
1734,it,632.63,632.89
1735,was,632.89,633.01
1736,let,633.01,633.24
1737,you,633.24,633.47
1738,leave,633.47,633.86
1739,That,634.28,634.85
1740,is,634.85,635.32
1741,a,635.32,635.36
1742,different,635.36,635.94
1743,kind,635.94,636.01
1744,of,636.01,636.76
1745,knowledge,636.76,636.93
1746,than,636.93,637.19
1747,anything,637.19,637.72
1748,you,637.72,637.92
1749,were,637.92,638.17
1750,taught,638.17,638.66
1751,It,638.75,638.88
1752,does,638.88,639.09
1753,not,639.09,639.51
1754,sit,639.51,639.52
1755,in,639.52,639.65
1756,the,639.65,639.93
1757,same,639.93,640.1
1758,place,640.1,640.43
1759,You,641.3,641.32
1760,get,641.32,641.86
1761,quieter,641.94,642.34
1762,after,642.34,642.48
1763,that,642.48,642.95
1764,Not,643.26,643.39
1765,afraid,643.39,643.81
1766,but,643.89,644.09
1767,rearr,644.09,644.43
1768,anged,644.43,644.77
1769,inside,644.77,645.18
1770,You,645.47,646.01
1771,understand,646.01,646.85
1772,that,646.85,647.82
1773,surviving,647.82,648.29
1774,is,648.29,648.5
1775,not,648.5,648.86
1776,only,648.86,649.26
1777,about,649.26,649.59
1778,what,649.59,649.78
1779,you,649.78,650.0
1780,do,650.0,650.14
1781,There,650.36,650.71
1782,is,650.71,650.86
1783,a,650.86,651.18
1784,space,651.18,651.33
1785,between,651.33,651.8
1786,your,651.8,652.09
1787,action,652.09,652.53
1788,and,652.53,652.82
1789,something,652.82,653.38
1790,else,653.38,653.69
1791,'s,653.69,653.93
1792,action,653.93,654.35
1793,And,654.5,654.72
1794,in,654.72,654.86
1795,that,654.86,655.09
1796,space,655.09,655.74
1797,lives,655.74,656.02
1798,an,656.02,656.22
1799,element,656.22,656.71
1800,that,656.71,656.84
1801,no,656.84,657.58
1802,amount,657.58,657.63
1803,of,657.63,657.75
1804,skill,657.75,658.08
1805,removes,658.08,658.58
1806,entirely,658.58,659.26
1807,You,659.37,659.58
1808,do,659.58,659.72
1809,not,659.72,659.96
1810,say,659.96,660.37
1811,this,660.37,660.43
1812,to,660.43,660.57
1813,anyone,660.57,661.0
1814,for,661.0,661.21
1815,a,661.21,661.28
1816,long,661.28,661.53
1817,time,661.53,662.18
1818,You,662.18,663.22
1819,carry,663.22,663.44
1820,it,663.52,663.63
1821,Level,663.91,664.07
1822,6,664.07,664.84
1823,The,664.97,665.22
1824,one,665.22,665.5
1825,they,665.5,665.87
1826,follow,665.87,666.48
1827,you,666.61,666.89
1828,are,666.89,667.59
1829,33,667.59,667.73
1830,You,668.01,668.29
1831,lead,668.29,668.65
1832,the,668.65,669.4
1833,night,669.4,669.41
1834,sc,669.41,669.6
1835,outs,669.6,669.97
1836,now,669.97,670.44
1837,Four,670.53,670.9
1838,of,670.9,671.09
1839,them,671.09,671.46
1840,besides,671.46,672.26
1841,yourself,672.26,672.95
1842,ranging,673.66,673.71
1843,from,673.71,674.05
1844,17,674.05,674.56
1845,to,674.56,674.73
1846,24,674.73,675.3
1847,They,675.56,675.83
1848,are,675.83,676.08
1849,not,676.08,676.41
1850,yours,676.41,676.83
1851,in,676.83,676.93
1852,any,676.93,677.18
1853,formal,677.18,677.95
1854,sense,677.95,678.22
1855,There,678.37,678.79
1856,is,678.79,678.97
1857,no,678.97,679.26
1858,formal,679.26,679.65
1859,sense,679.65,680.2
1860,here,680.2,680.37
1861,But,681.08,681.16
1862,when,681.16,681.2
1863,you,681.2,681.5
1864,slow,681.5,681.63
1865,they,682.48,682.5
1866,slow,682.5,682.9
1867,When,683.2,683.62
1868,you,683.62,683.9
1869,stop,683.9,684.38
1870,they,684.5,685.23
1871,stop,685.23,685.3
1872,When,685.65,686.0
1873,you,686.0,686.28
1874,speak,686.28,687.0
1875,at,687.0,687.04
1876,the,687.04,687.3
1877,fire,687.3,687.69
1878,before,687.69,688.3
1879,a,688.3,688.47
1880,hard,688.47,688.88
1881,night,688.88,689.14
1882,their,689.66,689.82
1883,attention,689.82,690.25
1884,is,690.25,690.31
1885,different,690.31,690.96
1886,from,690.96,691.0
1887,what,691.0,691.15
1888,they,691.15,691.34
1889,give,691.34,691.53
1890,anyone,691.53,691.82
1891,else,691.82,692.01
1892,You,692.22,692.62
1893,did,692.62,692.9
1894,not,692.9,693.2
1895,ask,693.2,693.73
1896,for,693.73,693.92
1897,this,693.92,694.37
1898,You,694.72,695.27
1899,are,695.27,695.54
1900,sure,695.54,695.82
1901,when,695.82,696.09
1902,it,696.09,696.24
1903,started,696.24,696.93
1904,The,696.96,697.17
1905,weight,697.17,697.56
1906,of,697.56,697.71
1907,it,697.71,697.84
1908,is,697.84,697.98
1909,not,697.98,698.19
1910,the,698.19,698.4
1911,same,698.4,698.68
1912,as,698.68,698.84
1913,the,698.84,699.03
1914,fear,699.03,699.29
1915,from,699.29,699.69
1916,your,699.69,699.87
1917,younger,699.87,700.36
1918,years,700.36,700.71
1919,That,701.5,701.74
1920,fear,701.74,702.14
1921,was,702.14,702.39
1922,about,702.39,702.82
1923,your,702.82,703.15
1924,own,703.15,703.56
1925,body,703.56,703.77
1926,This,704.0,704.34
1927,sits,704.34,704.68
1928,differently,704.68,705.62
1929,It,705.88,706.06
1930,is,706.06,706.29
1931,about,706.29,706.71
1932,theirs,706.71,707.14
1933,Your,707.38,708.1
1934,youngest,708.1,708.43
1935,scout,708.43,708.86
1936,is,708.86,709.14
1937,Fen,709.14,709.28
1938,He,709.66,710.61
1939,has,710.61,710.74
1940,the,710.74,710.92
1941,instincts,710.92,711.43
1942,but,711.59,711.93
1943,his,711.93,712.33
1944,feet,712.33,712.45
1945,carry,712.45,712.87
1946,his,712.87,713.04
1947,excitement,713.04,713.78
1948,on,713.78,713.96
1949,runs,713.96,714.22
1950,Too,714.43,715.02
1951,quick,715.02,715.07
1952,consistently,715.16,716.04
1953,you,716.16,716.61
1954,watch,716.61,716.88
1955,him,716.88,716.99
1956,for,716.99,717.3
1957,two,717.3,717.54
1958,full,717.54,717.82
1959,seasons,717.9,718.31
1960,and,718.31,718.52
1961,say,718.52,719.17
1962,almost,719.17,719.24
1963,nothing,719.24,719.67
1964,You,719.88,720.09
1965,let,720.09,720.3
1966,him,720.3,720.51
1967,see,720.51,720.72
1968,the,720.72,720.93
1969,contrast,720.93,721.59
1970,Then,721.97,721.99
1971,one,722.13,722.39
1972,evening,722.39,722.81
1973,before,722.81,723.34
1974,run,723.34,723.78
1975,you,723.8,723.94
1976,tell,723.94,724.12
1977,him,724.12,724.33
1978,plain,724.33,724.71
1979,ly,724.71,724.86
1980,slow,725.02,725.47
1981,is,725.47,725.54
1982,not,725.54,725.69
1983,about,725.69,726.07
1984,the,726.07,726.29
1985,danger,726.29,726.74
1986,being,726.74,727.16
1987,less,727.16,727.42
1988,Slow,727.64,727.85
1989,is,727.85,728.27
1990,about,728.27,728.47
1991,being,728.47,728.85
1992,harder,728.85,729.29
1993,to,729.29,729.43
1994,detect,729.43,730.08
1995,after,731.66,731.74
1996,the,731.74,731.75
1997,decision,731.75,732.18
1998,has,732.18,733.08
1999,already,733.08,733.37
2000,been,733.37,733.73
2001,made,733.73,734.09
2002,Before,734.36,734.96
2003,that,734.96,735.24
2004,moment,735.24,735.82
2005,slow,735.98,736.34
2006,is,736.34,736.52
2007,the,736.52,736.82
2008,sharp,736.82,736.97
2009,est,736.97,737.18
2010,thing,737.18,737.34
2011,you,737.42,737.64
2012,have,737.64,738.04
2013,On,738.21,738.74
2014,the,738.74,738.77
2015,next,738.77,739.12
2016,run,739.12,739.38
2017,he,739.38,739.55
2018,slows,739.55,739.99
2019,Not,740.25,740.51
2020,completely,740.51,741.49
2021,But,741.74,741.91
2022,you,741.91,742.04
2023,can,742.04,742.19
2024,see,742.19,742.36
2025,it,742.36,742.44
2026,You,742.63,743.3
2027,remember,743.3,744.19
2028,D,744.19,744.34
2029,ure,744.34,744.42
2030,tte,744.42,744.59
2031,'s,744.59,744.73
2032,hand,744.73,744.96
2033,on,744.96,745.1
2034,your,745.1,745.35
2035,shoulder,745.35,745.86
2036,over,745.86,746.11
2037,the,746.11,746.52
2038,dropped,746.52,746.74
2039,torch,746.74,747.06
2040,You,747.27,747.46
2041,remember,747.46,747.95
2042,Kor,747.95,748.14
2043,ik,748.14,748.26
2044,stopping,748.26,748.88
2045,half,748.88,749.02
2046,a,749.02,749.25
2047,step,749.25,749.33
2048,after,749.33,749.67
2049,you,749.67,749.84
2050,in,749.84,749.96
2051,the,749.96,750.15
2052,dark,750.15,750.39
2053,word,751.18,751.26
2054,less,751.26,751.43
2055,confirmation,751.43,751.7
2056,that,751.7,752.58
2057,your,752.58,752.71
2058,nose,752.71,752.93
2059,had,752.93,753.13
2060,caught,753.13,753.49
2061,something,753.49,754.05
2062,real,754.05,754.3
2063,things,755.34,755.42
2064,that,755.42,755.64
2065,kept,755.64,755.85
2066,you,755.85,756.41
2067,alive,756.41,756.76
2068,were,756.76,756.99
2069,not,756.99,757.29
2070,only,757.29,757.58
2071,your,757.58,757.92
2072,own,757.92,758.17
2073,choices,758.17,758.76
2074,They,759.21,759.49
2075,were,759.49,759.91
2076,built,759.91,760.23
2077,into,760.23,760.54
2078,you,760.54,760.86
2079,by,760.86,761.3
2080,people,761.3,761.44
2081,who,761.44,761.66
2082,made,761.74,761.91
2083,room,761.91,762.15
2084,for,762.15,762.35
2085,you,762.35,762.38
2086,to,762.38,762.64
2087,learn,762.64,763.08
2088,without,763.08,763.39
2089,killing,763.39,763.83
2090,your,763.83,764.08
2091,willingness,764.08,764.77
2092,to,764.77,764.96
2093,try,764.96,765.07
2094,You,765.27,765.81
2095,try,765.81,766.04
2096,to,766.04,766.28
2097,build,766.28,766.81
2098,that,766.81,767.62
2099,same,767.62,767.74
2100,room,767.74,767.98
2101,for,768.06,768.2
2102,Fen,768.2,768.42
2103,You,768.53,768.65
2104,do,768.65,769.01
2105,not,769.01,769.4
2106,always,769.4,769.68
2107,manage,769.68,770.15
2108,it,770.15,770.28
2109,Some,770.52,770.8
2110,nights,770.8,771.28
2111,the,771.5,772.11
2112,danger,772.11,772.13
2113,is,772.13,772.24
2114,too,772.24,772.55
2115,close,772.55,772.78
2116,and,772.94,773.18
2117,you,773.18,773.67
2118,have,773.67,773.9
2119,to,773.9,773.94
2120,be,773.94,774.06
2121,hard,774.06,774.32
2122,with,774.32,774.52
2123,them,774.52,774.73
2124,in,774.73,774.83
2125,ways,774.83,775.04
2126,you,775.04,775.2
2127,regret,775.2,775.47
2128,by,775.47,775.62
2129,the,775.62,775.92
2130,time,775.92,776.04
2131,you,776.04,776.15
2132,are,776.15,776.31
2133,sitting,776.31,776.69
2134,at,776.69,776.79
2135,the,776.79,776.95
2136,fire,776.95,777.16
2137,watching,777.16,777.59
2138,their,777.59,777.86
2139,faces,777.86,778.13
2140,Every,778.67,779.62
2141,dawn,779.62,780.62
2142,is,780.62,781.32
2143,temporary,781.32,781.9
2144,The,781.96,782.29
2145,dark,782.29,782.73
2146,comes,782.73,782.87
2147,back,782.87,783.13
2148,the,783.13,783.32
2149,same,783.32,783.58
2150,way,783.58,783.77
2151,your,783.77,784.03
2152,mother,784.03,784.42
