(Index),idx,text,startSec,endSec,durationSec,gapToPrevSec,nearestSilenceEndSec,smearSec
"77,se,18.270,18.460,0.190,0.000,17.420,0.850",,,,,,,,
"78,mue,18.460,18.700,0.240,0.000,17.420,1.040",,,,,,,,
"79,ven,18.700,18.880,0.180,0.000,17.420,1.280",,,,,,,,
"80,al,18.880,19.010,0.130,0.000,17.420,1.460",,,,,,,,
"81,mismo,19.010,19.370,0.360,0.000,17.420,1.590",,,,,,,,
"82,tiempo,19.370,19.880,0.510,0.000,20.160,-0.790",,,,,,,,
"83,Cada,20.020,20.380,0.360,0.140,20.160,-0.140",,,,,,,,
"84,cabeza,20.380,20.730,0.350,0.000,20.160,0.220",,,,,,,,
"85,at,20.730,20.890,0.160,0.000,20.160,0.570",,,,,,,,
"86,rap,20.890,21.080,0.190,0.000,20.160,0.730",,,,,,,,
"87,a,21.080,21.150,0.070,0.000,20.160,0.920",,,,,,,,
"88,a,21.150,21.220,0.070,0.000,20.160,0.990",,,,,,,,
"89,un,21.220,21.360,0.140,0.000,20.160,1.060",,,,,,,,
"90,marin,21.360,21.720,0.360,0.000,20.160,1.200",,,,,,,,
"91,ero,21.720,21.930,0.210,0.000,20.160,1.560",,,,,,,,
"92,de,21.930,22.070,0.140,0.000,20.160,1.770",,,,,,,,
"93,la,22.070,22.210,0.140,0.000,20.160,1.910",,,,,,,,
"94,cub,22.210,22.580,0.370,0.000,20.160,2.050",,,,,,,,
"95,ier,22.580,22.630,0.050,0.000,20.160,2.420",,,,,,,,
"96,ta,22.630,22.770,0.140,0.000,23.280,-0.650",,,,,,,,
"97,6,22.980,23.270,0.290,0.210,23.280,-0.300",,,,,,,,
"98,cab,23.270,23.400,0.130,0.000,23.280,-0.010",,,,,,,,
"99,ez,23.400,23.550,0.150,0.000,23.280,0.120",,,,,,,,
"100,as,23.550,23.670,0.120,0.000,23.280,0.270",,,,,,,,
"101,signific,23.670,24.200,0.530,0.000,23.280,0.390",,,,,,,,
"102,an,24.200,24.770,0.570,0.000,23.280,0.920",,,,,,,,
"103,6,24.770,24.840,0.070,0.000,23.280,1.490",,,,,,,,
"104,mar,25.030,25.080,0.050,0.190,23.280,1.750",,,,,,,,
"105,iner,25.080,25.350,0.270,0.000,23.280,1.800",,,,,,,,
"106,os,25.350,25.480,0.130,0.000,23.280,2.070",,,,,,,,
"107,que,25.480,26.260,0.780,0.000,23.280,2.200",,,,,,,,
"108,desapare,26.260,26.340,0.080,0.000,23.280,2.980",,,,,,,,
"109,cen,26.340,26.500,0.160,0.000,23.280,3.060",,,,,,,,
"110,en,26.500,26.640,0.140,0.000,23.280,3.220",,,,,,,,
"111,un,26.640,26.780,0.140,0.000,23.280,3.360",,,,,,,,
"112,solo,26.780,27.070,0.290,0.000,23.280,3.500",,,,,,,,
"113,ataque,27.070,27.510,0.440,0.000,27.960,-0.890",,,,,,,,
"114,El,27.720,27.860,0.140,0.210,27.960,-0.240",,,,,,,,
"115,det,27.860,28.080,0.220,0.000,27.960,-0.100",,,,,,,,
"116,alle,28.080,28.370,0.290,0.000,27.960,0.120",,,,,,,,
"117,importante,28.370,29.100,0.730,0.000,27.960,0.410",,,,,,,,
"118,es,29.100,29.240,0.140,0.000,27.960,1.140",,,,,,,,
"119,que,29.240,29.460,0.220,0.000,27.960,1.280",,,,,,,,
"120,S,29.460,29.530,0.070,0.000,27.960,1.500",,,,,,,,
"121,illa,29.530,29.820,0.290,0.000,27.960,1.570",,,,,,,,
"122,no,29.820,29.960,0.140,0.000,27.960,1.860",,,,,,,,
"123,pers,29.960,30.250,0.290,0.000,27.960,2.000",,,,,,,,
"124,igue,30.250,30.630,0.380,0.000,27.960,2.290",,,,,,,,
"125,a,30.630,30.770,0.140,0.000,27.960,2.670",,,,,,,,
"126,los,30.770,30.880,0.110,0.000,27.960,2.810",,,,,,,,
"127,bar,30.880,31.120,0.240,0.000,27.960,2.920",,,,,,,,
"128,cos,31.120,31.260,0.140,0.000,27.960,3.160",,,,,,,,
"129,en,31.260,31.380,0.120,0.000,27.960,3.300",,,,,,,,
"130,mar,31.380,31.550,0.170,0.000,27.960,3.420",,,,,,,,
"131,ab,31.550,31.680,0.130,0.000,27.960,3.590",,,,,,,,
"132,ierto,31.680,32.000,0.320,0.000,27.960,3.720",,,,,,,,
"133,Se,32.300,32.380,0.080,0.300,32.340,-0.040",,,,,,,,
"134,mant,32.380,32.560,0.180,0.000,32.340,0.040",,,,,,,,
"135,iene,32.560,32.810,0.250,0.000,32.340,0.220",,,,,,,,
"136,cerca,32.810,33.120,0.310,0.000,32.340,0.470",,,,,,,,
"137,del,33.120,33.300,0.180,0.000,32.340,0.780",,,,,,,,
"138,ac,33.300,33.480,0.180,0.000,32.340,0.960",,,,,,,,
"139,ant,33.480,33.620,0.140,0.000,32.340,1.140",,,,,,,,
"140,il,33.620,33.740,0.120,0.000,32.340,1.280",,,,,,,,
"141,ado,33.740,33.940,0.200,0.000,32.340,1.400",,,,,,,,
"142,Eso,34.120,34.330,0.210,0.180,34.460,-0.340",,,,,,,,
"143,significa,34.330,35.000,0.670,0.000,34.460,-0.130",,,,,,,,
"144,que,35.000,35.070,0.070,0.000,34.460,0.540",,,,,,,,
"145,la,35.070,35.190,0.120,0.000,34.460,0.610",,,,,,,,
"146,estr,35.190,35.440,0.250,0.000,34.460,0.730",,,,,,,,
"147,ateg,35.440,35.690,0.250,0.000,34.460,0.980",,,,,,,,
"148,ia,35.690,35.970,0.280,0.000,34.460,1.230",,,,,,,,
"149,más,35.970,36.100,0.130,0.000,34.460,1.510",,,,,,,,
"150,seg,36.100,36.340,0.240,0.000,34.460,1.640",,,,,,,,
"151,ura,36.340,36.460,0.120,0.000,34.460,1.880",,,,,,,,
"152,no,36.460,36.580,0.120,0.000,34.460,2.000",,,,,,,,
"153,es,36.580,36.700,0.120,0.000,34.460,2.120",,,,,,,,
"154,l,36.700,36.760,0.060,0.000,34.460,2.240",,,,,,,,
"155,uchar,36.760,37.060,0.300,0.000,34.460,2.300",,,,,,,,
"156,contra,37.060,37.520,0.460,0.000,34.460,2.600",,,,,,,,
"157,ella,37.520,37.690,0.170,0.000,34.460,3.060",,,,,,,,
"158,sino,37.810,38.060,0.250,0.120,34.460,3.350",,,,,,,,
"159,seguir,38.060,38.430,0.370,0.000,34.460,3.600",,,,,,,,
"160,mov,38.430,38.610,0.180,0.000,34.460,3.970",,,,,,,,
"161,i,38.610,38.700,0.090,0.000,34.460,4.150",,,,,,,,
"162,énd,38.700,38.910,0.210,0.000,34.460,4.240",,,,,,,,
"163,ose,38.910,39.090,0.180,0.000,34.460,4.450",,,,,,,,
"164,antes,39.090,39.400,0.310,0.000,34.460,4.630",,,,,,,,
"165,de,39.400,39.550,0.150,0.000,34.460,4.940",,,,,,,,
"166,que,39.550,39.700,0.150,0.000,34.460,5.090",,,,,,,,
"167,pueda,39.700,40.010,0.310,0.000,34.460,5.240",,,,,,,,
"168,atac,40.010,40.260,0.250,0.000,34.460,5.550",,,,,,,,
"169,ar,40.260,40.410,0.150,0.000,34.460,5.800",,,,,,,,
"170,de,40.410,40.500,0.090,0.000,34.460,5.950",,,,,,,,
"171,nuevo,40.500,40.810,0.310,0.000,34.460,6.040",,,,,,,,
"172,es,41.740,41.980,0.240,0.930,41.740,0.000",,,,,,,,
"173,advert,41.980,42.140,0.160,0.000,41.740,0.240",,,,,,,,
"174,ido,42.140,42.360,0.220,0.000,41.740,0.400",,,,,,,,
"175,sobre,42.360,42.730,0.370,0.000,41.740,0.620",,,,,,,,
"176,esto,42.730,43.170,0.440,0.000,41.740,0.990",,,,,,,,
"177,antes,43.170,43.420,0.250,0.000,41.740,1.430",,,,,,,,
"178,de,43.420,43.660,0.240,0.000,41.740,1.680",,,,,,,,
"179,llegar,43.660,44.020,0.360,0.000,41.740,1.920",,,,,,,,
"180,al,44.020,44.160,0.140,0.000,41.740,2.280",,,,,,,,
"181,p,44.160,44.240,0.080,0.000,41.740,2.420",,,,,,,,
"182,so,44.240,44.390,0.150,0.000,41.740,2.500",,,,,,,,
"183,e,44.390,44.460,0.070,0.000,41.740,2.650",,,,,,,,
"184,A,44.680,44.750,0.070,0.220,45.280,-0.600",,,,,,,,
"185,ún,44.750,44.970,0.220,0.000,45.280,-0.530",,,,,,,,
"186,así,44.970,45.270,0.300,0.000,45.280,-0.310",,,,,,,,
"187,prepar,45.420,45.870,0.450,0.150,45.280,0.140",,,,,,,,
"188,a,45.870,45.940,0.070,0.000,45.280,0.590",,,,,,,,
"189,sus,45.940,46.160,0.220,0.000,45.280,0.660",,,,,,,,
"190,armas,46.160,46.550,0.390,0.000,45.280,0.880",,,,,,,,
"191,pero,46.830,47.150,0.320,0.280,47.220,-0.390",,,,,,,,
"192,result,47.150,47.680,0.530,0.000,47.220,-0.070",,,,,,,,
"193,an,47.680,47.860,0.180,0.000,47.220,0.460",,,,,,,,
"194,in,47.860,48.100,0.240,0.000,47.220,0.640",,,,,,,,
"195,út,48.100,48.210,0.110,0.000,47.220,0.880",,,,,,,,
"196,iles,48.210,48.480,0.270,0.000,47.220,0.990",,,,,,,,
"197,S,48.700,48.770,0.070,0.220,48.860,-0.160",,,,,,,,
"198,illa,48.770,49.050,0.280,0.000,48.860,-0.090",,,,,,,,
"199,se,49.050,49.290,0.240,0.000,48.860,0.190",,,,,,,,
"200,lleva,49.290,49.540,0.250,0.000,48.860,0.430",,,,,,,,
"201,a,49.540,49.610,0.070,0.000,48.860,0.680",,,,,,,,
"202,6,49.610,49.820,0.210,0.000,48.860,0.750",,,,,,,,
"203,de,49.820,49.960,0.140,0.000,48.860,0.960",,,,,,,,
"204,sus,49.960,50.170,0.210,0.000,48.860,1.100",,,,,,,,
"205,hombres,50.170,50.670,0.500,0.000,48.860,1.310",,,,,,,,
"206,mientras,50.670,51.240,0.570,0.000,48.860,1.810",,,,,,,,
"207,el,51.240,51.380,0.140,0.000,48.860,2.380",,,,,,,,
"208,bar,51.380,51.590,0.210,0.000,48.860,2.520",,,,,,,,
"209,co,51.590,51.730,0.140,0.000,48.860,2.730",,,,,,,,
"210,contin,51.730,52.170,0.440,0.000,48.860,2.870",,,,,,,,
"211,úa,52.170,52.370,0.200,0.000,48.860,3.310",,,,,,,,
"212,su,52.370,52.510,0.140,0.000,48.860,3.510",,,,,,,,
"213,march,52.510,52.860,0.350,0.000,53.360,-0.850",,,,,,,,
"214,a,52.860,52.950,0.090,0.000,53.360,-0.500",,,,,,,,
"215,Det,53.140,53.350,0.210,0.190,53.360,-0.220",,,,,,,,
"216,ener,53.350,53.620,0.270,0.000,53.360,-0.010",,,,,,,,
"217,se,53.620,54.090,0.470,0.000,53.360,0.260",,,,,,,,
"218,solo,54.090,54.170,0.080,0.000,53.360,0.730",,,,,,,,
"219,le,54.170,54.280,0.110,0.000,53.360,0.810",,,,,,,,
"220,dar,54.470,54.520,0.050,0.190,53.360,1.110",,,,,,,,
"221,ía,54.520,54.680,0.160,0.000,53.360,1.160",,,,,,,,
"222,otra,54.680,54.940,0.260,0.000,53.360,1.320",,,,,,,,
"223,oportunidad,54.940,55.780,0.840,0.000,56.120,-1.180",,,,,,,,
"224,S,55.910,55.980,0.070,0.130,56.120,-0.210",,,,,,,,
"225,illa,55.980,56.250,0.270,0.000,56.120,-0.140",,,,,,,,
"226,también,56.250,56.800,0.550,0.000,56.120,0.130",,,,,,,,
"227,comp,56.800,57.070,0.270,0.000,56.120,0.680",,,,,,,,
"228,arte,57.070,57.340,0.270,0.000,56.120,0.950",,,,,,,,
"229,el,57.340,57.480,0.140,0.000,56.120,1.220",,,,,,,,
"230,paso,57.480,57.750,0.270,0.000,56.120,1.360",,,,,,,,
"231,con,57.750,57.950,0.200,0.000,56.120,1.630",,,,,,,,
"232,Carib,57.950,58.400,0.450,0.000,56.120,1.830",,,,,,,,
"233,dis,58.400,58.490,0.090,0.000,56.120,2.280",,,,,,,,
"234,un,58.620,58.760,0.140,0.130,58.900,-0.280",,,,,,,,
"235,rem,58.760,58.960,0.200,0.000,58.900,-0.140",,,,,,,,
"236,ol,58.960,59.090,0.130,0.000,58.900,0.060",,,,,,,,
"237,ino,59.090,59.290,0.200,0.000,58.900,0.190",,,,,,,,
"238,gig,59.290,59.490,0.200,0.000,58.900,0.390",,,,,,,,
"239,ante,59.490,59.930,0.440,0.000,58.900,0.590",,,,,,,,
"240,en,59.930,60.280,0.350,0.000,58.900,1.030",,,,,,,,
"241,lado,60.280,60.460,0.180,0.000,58.900,1.380",,,,,,,,
"242,op,60.460,60.700,0.240,0.000,58.900,1.560",,,,,,,,
"243,uesto,60.700,60.910,0.210,0.000,58.900,1.800",,,,,,,,
"244,por,61.030,61.250,0.220,0.120,61.360,-0.330",,,,,,,,
"245,lo,61.250,61.350,0.100,0.000,61.360,-0.110",,,,,,,,
"246,que,61.350,61.540,0.190,0.000,61.360,-0.010",,,,,,,,
"247,la,61.540,61.880,0.340,0.000,61.360,0.180",,,,,,,,
"248,trip,61.880,61.940,0.060,0.000,61.360,0.520",,,,,,,,
"249,ul,61.940,62.050,0.110,0.000,61.360,0.580",,,,,,,,
"250,ación,62.050,62.430,0.380,0.000,61.360,0.690",,,,,,,,
"251,no,62.430,62.560,0.130,0.000,61.360,1.070",,,,,,,,
"252,puede,62.560,62.890,0.330,0.000,61.360,1.200",,,,,,,,
"253,simplemente,62.890,63.590,0.700,0.000,61.360,1.530",,,,,,,,
"254,ale,63.590,63.780,0.190,0.000,61.360,2.230",,,,,,,,
"255,jar,63.780,63.970,0.190,0.000,61.360,2.420",,,,,,,,
"256,se,63.970,64.090,0.120,0.000,61.360,2.610",,,,,,,,
"257,más,64.090,64.350,0.260,0.000,61.360,2.730",,,,,,,,
"258,N,64.620,64.770,0.150,0.270,65.580,-0.960",,,,,,,,
"259,ave,64.770,65.160,0.390,0.000,65.580,-0.810",,,,,,,,
"260,gar,65.160,65.570,0.410,0.000,65.580,-0.420",,,,,,,,
"261,cerca,65.570,66.200,0.630,0.000,65.580,-0.010",,,,,,,,
"262,de,66.200,66.560,0.360,0.000,65.580,0.620",,,,,,,,
"263,S,66.560,66.800,0.240,0.000,65.580,0.980",,,,,,,,
"264,illa,66.800,66.920,0.120,0.000,65.580,1.220",,,,,,,,
"265,cu,66.920,67.060,0.140,0.000,65.580,1.340",,,,,,,,
"266,esta,67.060,67.340,0.280,0.000,65.580,1.480",,,,,,,,
"267,6,67.340,67.570,0.230,0.000,65.580,1.760",,,,,,,,
"268,mar,67.570,67.980,0.410,0.000,65.580,1.990",,,,,,,,
"269,iner,67.980,68.090,0.110,0.000,65.580,2.400",,,,,,,,
"270,os,68.090,68.220,0.130,0.000,68.500,-0.410",,,,,,,,
"271,N,68.480,68.500,0.020,0.260,68.500,-0.020",,,,,,,,
"272,ave,68.500,68.710,0.210,0.000,68.500,0.000",,,,,,,,
"273,gar,68.710,68.990,0.280,0.000,68.500,0.210",,,,,,,,
"274,cerca,68.990,69.280,0.290,0.000,68.500,0.490",,,,,,,,
"275,de,69.280,69.420,0.140,0.000,68.500,0.780",,,,,,,,
"276,Carib,69.420,69.780,0.360,0.000,68.500,0.920",,,,,,,,
"277,dis,69.780,70.010,0.230,0.000,68.500,1.280",,,,,,,,
"278,puede,70.010,70.350,0.340,0.000,68.500,1.510",,,,,,,,
"279,destru,70.350,70.780,0.430,0.000,68.500,1.850",,,,,,,,
"280,ir,70.780,70.920,0.140,0.000,68.500,2.280",,,,,,,,
"281,el,70.920,71.060,0.140,0.000,68.500,2.420",,,,,,,,
"282,bar,71.060,71.280,0.220,0.000,68.500,2.560",,,,,,,,
"283,co,71.280,71.420,0.140,0.000,68.500,2.780",,,,,,,,
"284,ent,71.420,71.650,0.230,0.000,68.500,2.920",,,,,,,,
"285,ero,71.650,71.850,0.200,0.000,72.200,-0.550",,,,,,,,
"286,A,72.060,72.270,0.210,0.210,72.200,-0.140",,,,,,,,
"287,Od,72.270,72.560,0.290,0.000,72.200,0.070",,,,,,,,
"288,ise,72.560,72.610,0.050,0.000,72.200,0.360",,,,,,,,
"289,o,72.610,72.790,0.180,0.000,72.200,0.410",,,,,,,,
"290,se,72.790,72.870,0.080,0.000,72.200,0.590",,,,,,,,
"291,le,72.870,72.960,0.090,0.000,72.200,0.670",,,,,,,,
"292,dice,72.960,73.220,0.260,0.000,72.200,0.760",,,,,,,,
"293,que,73.220,73.400,0.180,0.000,72.200,1.020",,,,,,,,
"294,el,73.400,73.530,0.130,0.000,72.200,1.200",,,,,,,,
"295,ija,73.530,73.760,0.230,0.000,72.200,1.330",,,,,,,,
"296,S,73.760,73.840,0.080,0.000,72.200,1.560",,,,,,,,
"297,illa,73.840,74.380,0.540,0.000,72.200,1.640",,,,,,,,
"298,porque,74.380,74.490,0.110,0.000,72.200,2.180",,,,,,,,
"299,perder,74.490,74.880,0.390,0.000,72.200,2.290",,,,,,,,
"300,a,74.880,74.910,0.030,0.000,72.200,2.680",,,,,,,,
"301,6,74.910,75.100,0.190,0.000,72.200,2.710",,,,,,,,
"302,personas,75.100,75.610,0.510,0.000,72.200,2.900",,,,,,,,
"303,es,75.610,75.740,0.130,0.000,72.200,3.410",,,,,,,,
"304,mejor,75.740,76.060,0.320,0.000,72.200,3.540",,,,,,,,
"305,que,76.060,76.250,0.190,0.000,72.200,3.860",,,,,,,,
"306,perder,76.250,76.630,0.380,0.000,72.200,4.050",,,,,,,,
"307,lo,76.630,76.750,0.120,0.000,72.200,4.430",,,,,,,,
"308,todo,76.750,77.080,0.330,0.000,72.200,4.550",,,,,,,,
"309,Trad,77.190,77.440,0.250,0.110,77.620,-0.430",,,,,,,,
"310,iciones,77.440,77.900,0.460,0.000,77.620,-0.180",,,,,,,,
"311,poster,77.900,78.270,0.370,0.000,77.620,0.280",,,,,,,,
"312,i,78.270,78.330,0.060,0.000,77.620,0.650",,,,,,,,
"313,ores,78.330,78.740,0.410,0.000,77.620,0.710",,,,,,,,
"314,situ,78.950,79.040,0.090,0.210,77.620,1.330",,,,,,,,
"315,aron,79.040,79.340,0.300,0.000,77.620,1.420",,,,,,,,
"316,el,79.340,79.480,0.140,0.000,77.620,1.720",,,,,,,,
"317,paso,79.480,79.790,0.310,0.000,77.620,1.860",,,,,,,,
"318,en,79.790,79.940,0.150,0.000,77.620,2.170",,,,,,,,
"319,el,79.940,80.170,0.230,0.000,77.620,2.320",,,,,,,,
"320,estre,80.170,80.470,0.300,0.000,77.620,2.550",,,,,,,,
"321,cho,80.470,80.690,0.220,0.000,77.620,2.850",,,,,,,,
"322,de,80.690,80.840,0.150,0.000,77.620,3.070",,,,,,,,
"323,Mes,80.840,81.070,0.230,0.000,81.500,-0.660",,,,,,,,
"324,ina,81.070,81.340,0.270,0.000,81.500,-0.430",,,,,,,,
"325,entre,81.440,81.820,0.380,0.100,81.500,-0.060",,,,,,,,
"326,Sic,81.820,82.050,0.230,0.000,81.500,0.320",,,,,,,,
"327,ilia,82.050,82.350,0.300,0.000,81.500,0.550",,,,,,,,
"328,e,82.350,82.420,0.070,0.000,81.500,0.850",,,,,,,,
"329,Italia,82.420,82.960,0.540,0.000,81.500,0.920",,,,,,,,
"330,pen,82.960,83.180,0.220,0.000,81.500,1.460",,,,,,,,
"331,ins,83.180,83.400,0.220,0.000,81.500,1.680",,,,,,,,
"332,ular,83.400,83.690,0.290,0.000,84.320,-0.920",,,,,,,,
"333,La,83.920,84.150,0.230,0.230,84.320,-0.400",,,,,,,,
"334,frase,84.150,84.820,0.670,0.000,84.320,-0.170",,,,,,,,
"335,entre,84.820,85.160,0.340,0.000,84.320,0.500",,,,,,,,
"336,S,85.160,85.220,0.060,0.000,84.320,0.840",,,,,,,,
"337,illa,85.220,85.480,0.260,0.000,84.320,0.900",,,,,,,,
"338,y,85.480,85.550,0.070,0.000,84.320,1.160",,,,,,,,
"339,Carib,85.550,85.880,0.330,0.000,84.320,1.230",,,,,,,,
"340,dis,85.880,86.160,0.280,0.000,84.320,1.560",,,,,,,,
"341,se,86.160,86.320,0.160,0.000,86.560,-0.400",,,,,,,,
"342,conv,86.320,86.490,0.170,0.000,86.560,-0.240",,,,,,,,
"343,irt,86.490,86.740,0.250,0.000,86.560,-0.070",,,,,,,,
"344,ió,86.740,86.890,0.150,0.000,86.560,0.180",,,,,,,,
"345,en,86.890,87.020,0.130,0.000,86.560,0.330",,,,,,,,
"346,una,87.020,87.250,0.230,0.000,86.560,0.460",,,,,,,,
"347,forma,87.250,87.560,0.310,0.000,86.560,0.690",,,,,,,,
"348,de,87.560,87.690,0.130,0.000,86.560,1.000",,,,,,,,
"349,descri,87.690,88.100,0.410,0.000,86.560,1.130",,,,,,,,
"350,bir,88.100,88.300,0.200,0.000,86.560,1.540",,,,,,,,
"351,el,88.300,88.430,0.130,0.000,86.560,1.740",,,,,,,,
"352,estar,88.430,88.770,0.340,0.000,86.560,1.870",,,,,,,,
"353,at,88.770,88.940,0.170,0.000,86.560,2.210",,,,,,,,
"354,rap,88.940,89.130,0.190,0.000,86.560,2.380",,,,,,,,
"355,ado,89.130,89.300,0.170,0.000,86.560,2.570",,,,,,,,
"356,entre,89.300,89.760,0.460,0.000,86.560,2.740",,,,,,,,
"357,dos,89.760,90.080,0.320,0.000,86.560,3.200",,,,,,,,
"358,op,90.080,90.180,0.100,0.000,86.560,3.520",,,,,,,,
"359,ciones,90.180,90.500,0.320,0.000,86.560,3.620",,,,,,,,
"360,pelig,90.500,90.780,0.280,0.000,86.560,3.940",,,,,,,,
"361,ros,90.780,90.950,0.170,0.000,86.560,4.220",,,,,,,,
"362,as,90.950,91.050,0.100,0.000,86.560,4.390",,,,,,,,
